"","Year","Community","Treatment","Chamber","RootMass_m2","C3RhizMass_m2","C4RhizMass_m2","RhizMass_m2","TotalBelowMass_m2"
"109",2002,"SC","A",12,114.1695666,0,61.26490475,61.26490475,175.4344714
"110",2002,"SC","A",15,209.7898444,0,61.78741992,61.78741992,271.5772643
"111",2002,"SC","C",3,63.68153745,116.7821425,0.391886384,117.1740289,180.8555664
"112",2002,"SC","C",5,86.47626214,58.26044247,0,58.26044247,144.7367046
"113",2002,"SC","C",7,61.91804872,0,0,0,61.91804872
"114",2002,"SC","C",11,151.3987731,9.144015634,0,9.144015634,160.5427888
"115",2002,"SC","C",13,84.12494383,0.522515179,8.882758044,9.405273223,93.53021705
"116",2002,"SC","E",1,153.4888339,71.97646592,20.63934957,92.61581549,246.1046493
"117",2002,"SC","E",6,120.30912,12.80162189,12.01784912,24.81947101,138.3358937
"118",2002,"SC","E",9,106.8543541,0.391886384,1.045030358,1.436916742,108.2912709
"119",2002,"SC","E",10,115.7371122,147.6105381,13.97728104,161.5878191,277.3249313
"120",2002,"SC","E",14,198.8170256,48.20202527,19.9862056,68.18823087,267.0052565
"121",2002,"SP","A",2,49.9001996,84.64745901,0,84.64745901,134.5476586
"122",2002,"SP","A",5,81.77362552,0,0,0,81.77362552
"123",2002,"SP","A",9,97.3184521,0,0,0,97.3184521
"124",2002,"SP","A",11,172.0381227,0,24.42758462,24.42758462,196.4657073
"125",2002,"SP","A",13,116.7821425,0,8.621500455,8.621500455,125.403643
"126",2002,"SP","C",3,114.3001954,11.10344756,2.873833485,13.97728104,128.2774765
"127",2002,"SP","C",6,93.39958826,0,0,0,93.39958826
"128",2002,"SP","C",7,151.9212883,0,0,0,151.9212883
"129",2002,"SP","C",12,121.4847791,0,0,0,121.4847791
"130",2002,"SP","C",15,166.6823421,0,1.959431921,1.959431921,168.641774
"131",2002,"SP","E",1,98.10222487,3.396348664,0,3.396348664,101.4985735
"132",2002,"SP","E",4,117.6965441,0,0,0,117.6965441
"133",2002,"SP","E",8,166.1598269,20.37809198,2.74320469,23.12129667,189.2811236
"134",2002,"SP","E",10,171.5156075,0,3.526977459,3.526977459,175.042585
"135",2002,"SP","E",14,208.0916701,0,10.31967479,10.31967479,218.4113448
"136",2003,"MX","A",2,224.028383,42.58498709,9.535902018,52.12088911,276.1492721
"137",2003,"MX","A",6,219.7176328,15.15294019,19.9862056,35.13914579,254.8567786
"138",2003,"MX","A",9,366.4137693,330.4908508,56.17038175,386.6612325,753.0750018
"139",2003,"MX","A",12,441.2640687,155.1870082,113.2551651,268.4421732,709.706242
"140",2003,"MX","A",15,328.1395325,110.6425892,140.1646968,250.807286,578.9468184
"141",2003,"MX","C",3,237.8750353,7.576470096,85.16997419,92.74644428,330.6214796
"142",2003,"MX","C",5,357.5310113,21.29249355,14.8916826,36.18417615,393.7151874
"143",2003,"MX","C",7,156.7545537,0,116.9127713,116.9127713,273.667325
"144",2003,"MX","C",10,244.1452174,135.2008026,15.80608417,151.0068868,395.1521042
"145",2003,"MX","C",14,385.093687,269.7484612,122.9216959,392.6701571,777.763844
"146",2003,"MX","E",1,287.5139773,187.8442069,44.41379022,232.2579971,519.7719744
"147",2003,"MX","E",4,367.0669133,160.8040464,25.21135739,186.0154037,553.082317
"148",2003,"MX","E",8,505.1415494,832.3666803,87.91317888,920.2798591,1425.421408
"149",2003,"MX","E",11,386.5306037,166.9435997,66.09817015,233.0417699,619.5723736
"150",2003,"MX","E",13,420.2328328,136.1152041,61.26490475,197.3801089,617.6129417
"151",2003,"SC","A",2,141.2097271,36.83732012,0,36.83732012,178.0470473
"152",2003,"SC","A",4,266.3521125,93.00770187,29.26085003,122.2685519,388.6206644
"153",2003,"SC","A",8,234.217429,16.19797055,29.39147882,45.58944937,279.8068784
"154",2003,"SC","A",12,155.0563794,0,136.8989769,136.8989769,291.9553563
"155",2003,"SC","A",15,260.9963319,402.7285743,112.2101347,514.938709,775.9350409
"156",2003,"SC","C",3,153.4888339,38.14360807,45.45882058,83.60242865,237.0912625
"157",2003,"SC","C",5,124.097355,0,23.12129667,23.12129667,147.2186517
"158",2003,"SC","C",7,206.2628669,72.3683523,0,72.3683523,278.6312192
"159",2003,"SC","C",11,126.9711885,4.310750227,19.59431921,23.90506944,150.876258
"160",2003,"SC","C",13,46.63447973,0,0,0,46.63447973
"161",2003,"SC","E",1,331.1439947,150.0924852,42.97687348,193.0693587,524.2133534
"162",2003,"SC","E",6,348.6482532,139.9034392,35.66166097,175.5651002,524.2133534
"163",2003,"SC","E",9,275.7573858,168.641774,0,168.641774,444.3991598
"164",2003,"SC","E",10,262.0413623,86.47626214,36.83732012,123.3135823,385.3549446
"165",2003,"SC","E",14,375.9496713,431.4669091,69.75577641,501.2226855,877.1723569
"166",2003,"SP","A",2,111.4263619,0,42.3237295,42.3237295,153.7500914
"167",2003,"SP","A",5,54.60283621,0,20.83529277,20.83529277,75.43812898
"168",2003,"SP","A",9,64.13873823,0,64.53062461,64.53062461,128.6693628
"169",2003,"SP","A",11,255.9018089,0,141.2097271,141.2097271,397.1115361
"170",2003,"SP","A",13,103.1967479,0,65.83691256,65.83691256,169.0336604
"171",2003,"SP","C",3,426.5030149,0,79.8141936,79.8141936,506.3172085
"172",2003,"SP","C",6,93.53021705,24.68884221,47.4182525,72.10709471,165.6373118
"173",2003,"SP","C",7,69.49451882,268.8340596,81.64299673,350.4770564,419.9715752
"174",2003,"SP","C",12,56.69289693,0,40.88681276,40.88681276,97.57970969
"175",2003,"SP","C",15,49.37768442,38.79675205,37.75172169,76.54847373,125.9261582
"176",2003,"SP","E",1,219.3257464,90.39512598,76.54847373,166.9435997,386.2693461
"177",2003,"SP","E",4,75.89532976,0,51.07585875,51.07585875,126.9711885
"178",2003,"SP","E",8,146.9573941,0,90.65638357,90.65638357,237.6137777
"179",2003,"SP","E",10,105.1561798,0,83.60242865,83.60242865,188.7586084
"180",2003,"SP","E",14,53.03529068,0,3.657606253,3.657606253,56.69289693
"181",2004,"MX","A",2,138.3358937,93.00770187,46.63447973,139.6421816,277.9780753
"182",2004,"MX","A",6,297.5723945,67.14320051,129.3225068,196.4657073,494.0381018
"183",2004,"MX","A",9,438.7821216,20.90060716,42.84624468,63.74685185,502.5289735
"184",2004,"MX","A",12,363.8011934,16.45922814,54.47220742,70.93143556,434.732629
"185",2004,"MX","A",15,241.4020127,190.8486692,11.36470514,202.2133743,443.615387
"186",2004,"MX","C",3,303.581319,0,12.4097355,12.4097355,315.9910545
"187",2004,"MX","C",5,322.6531231,235.1318306,0,235.1318306,557.7849537
"188",2004,"MX","C",7,305.0182358,59.04421523,44.67504781,103.719263,408.7374988
"189",2004,"MX","C",10,202.8665183,40.23366879,18.81054645,59.04421523,261.9107335
"190",2004,"MX","C",14,271.3160067,40.88681276,100.9760584,141.8628711,413.1788778
"191",2004,"MX","E",1,255.6405514,394.2377026,53.16591947,447.4036221,703.0441734
"192",2004,"MX","E",4,382.3504823,57.99918488,34.74725941,92.74644428,475.0969266
"193",2004,"MX","E",8,198.6863968,40.62555517,20.37809198,61.00364716,259.690044
"194",2004,"MX","E",11,286.2076893,87.78255008,18.67991765,106.4624677,392.6701571
"195",2004,"MX","E",13,292.0859851,394.1070738,36.70669133,430.8137651,722.8997502
"196",2004,"SC","A",2,186.1460325,102.6742327,0,102.6742327,288.8202652
"197",2004,"SC","A",4,275.2348706,73.67464025,27.95456208,101.6292023,376.8640729
"198",2004,"SC","A",8,149.9618564,17.89614488,104.1111494,122.0072943,271.9691507
"199",2004,"SC","A",12,268.572802,0,150.6150004,150.6150004,419.1878024
"200",2004,"SC","A",15,296.9192505,236.9606337,65.96754136,302.9281751,599.8474256
"201",2004,"SC","C",3,117.5659153,3.788235048,18.02677368,21.81500873,139.380924
"202",2004,"SC","C",5,85.82311816,0,3.918863843,3.918863843,89.741982
"203",2004,"SC","C",7,196.7269649,54.9947226,23.12129667,78.11601927,274.8429842
"204",2004,"SC","C",11,165.2454254,205.0872078,0,205.0872078,370.3326332
"205",2004,"SC","C",13,69.10263243,0,4.572007817,4.572007817,73.67464025
"206",2004,"SC","E",1,294.1760458,22.20689511,30.0446228,52.25151791,346.4275637
"207",2004,"SC","E",6,386.5306037,439.174008,53.55780585,492.7318139,879.2624176
"208",2004,"SC","E",9,246.4965357,104.6336646,9.666530813,114.3001954,360.7967311
"209",2004,"SC","E",10,246.3659069,27.69330449,12.27910671,39.9724112,286.3383181
"210",2004,"SC","E",14,249.8928844,26.77890293,50.55334357,77.3322465,327.2251309
"211",2004,"SP","A",2,89.61135321,0,53.03529068,53.03529068,142.6466439
"212",2004,"SP","A",5,73.54401145,0,61.00364716,61.00364716,134.5476586
"213",2004,"SP","A",9,69.10263243,0,50.29208599,50.29208599,119.3947184
"214",2004,"SP","A",11,274.5817266,0,117.9578017,117.9578017,392.5395283
"215",2004,"SP","A",13,71.84583712,0,77.20161771,77.20161771,149.0474548
"216",2004,"SP","C",3,135.7233178,40.36429758,63.09370787,103.4580055,239.1813232
"217",2004,"SP","C",6,66.22879895,0,15.80608417,15.80608417,82.03488311
"218",2004,"SP","C",7,0,0,0,0,0
"219",2004,"SP","C",12,92.3545579,25.34198618,32.26531231,57.60729849,149.9618564
"220",2004,"SP","C",15,130.498166,3.526977459,47.94076768,51.46774514,181.9659111
"221",2004,"SP","E",1,172.2993803,46.24259335,27.4320469,73.67464025,245.9740205
"222",2004,"SP","E",4,50.55334357,0,54.47220742,54.47220742,105.025551
"223",2004,"SP","E",8,104.6336646,0,13.32413707,13.32413707,117.9578017
"224",2004,"SP","E",10,95.48964897,0,64.13873823,64.13873823,159.6283872
"225",2004,"SP","E",14,163.9391374,19.72494801,38.14360807,57.86855608,221.8076935
"226",2005,"MX","A",2,317.9504865,100.584172,43.49938866,144.0835606,462.0340471
"227",2005,"MX","A",6,219.7176328,206.9160109,17.5042585,224.4202694,444.1379022
"228",2005,"MX","A",9,374.5127546,0,70.40892038,70.40892038,444.921675
"229",2005,"MX","A",12,444.268531,261.3882183,29.78336521,291.1715835,735.4401145
"230",2005,"MX","A",15,280.3293936,95.62027777,20.63934957,116.2596273,396.5890209
"231",2005,"MX","C",3,360.274216,134.1557722,93.92210344,228.0778757,588.3520916
"232",2005,"MX","C",5,261.2575895,135.592689,6.531439738,142.1241287,403.3817182
"233",2005,"MX","C",7,243.4920734,84.7780878,45.58944937,130.3675372,373.8596106
"234",2005,"MX","C",10,329.4458204,244.2758462,69.10263243,313.3784786,642.824299
"235",2005,"MX","C",14,254.8567786,77.72413289,48.46328286,126.1874157,381.0441943
"236",2005,"MX","E",1,450.9305995,179.7452216,19.33306163,199.0782832,650.0088828
"237",2005,"MX","E",4,408.0843549,163.2859935,0,163.2859935,571.3703483
"238",2005,"MX","E",8,366.8056557,139.5115528,48.72454045,188.2360933,555.041749
"239",2005,"MX","E",11,440.2190384,340.2880104,42.97687348,383.2648838,823.4839222
"240",2005,"MX","E",13,347.7338517,220.3707768,25.86450136,246.2352781,593.9691298
"241",2005,"SC","A",2,380.6523079,165.506683,0,165.506683,546.1589909
"242",2005,"SC","A",4,265.3070822,0,0,0,265.3070822
"243",2005,"SC","A",8,271.4466355,20.90060716,16.85111452,37.75172169,309.1983572
"244",2005,"SC","A",12,157.7995841,0,76.54847373,76.54847373,234.3480578
"245",2005,"SC","A",15,347.7338517,146.6961365,119.2640896,265.9602261,613.6940778
"246",2005,"SC","C",3,141.4709847,0,0,0,141.4709847
"247",2005,"SC","C",5,156.6239249,55.64786657,27.69330449,83.34117106,239.965096
"248",2005,"SC","C",7,228.0778757,83.47179986,15.93671296,99.40851282,327.4863885
"249",2005,"SC","C",11,176.2182441,0,16.32859935,16.32859935,192.5468435
"250",2005,"SC","C",13,201.4296015,76.67910253,10.71156117,87.3906637,288.8202652
"251",2005,"SC","E",1,312.0721907,36.83732012,6.662068533,43.49938866,355.5715794
"252",2005,"SC","E",6,378.0397321,61.91804872,54.8640938,116.7821425,494.8218746
"253",2005,"SC","E",9,385.8774597,108.2912709,64.39999582,172.6912667,558.5687264
"254",2005,"SC","E",10,261.9107335,47.4182525,8.360242865,55.77849537,317.6892289
"255",2005,"SC","E",14,321.2162063,81.64299673,36.44543374,118.0884305,439.3046368
"256",2005,"SP","A",2,102.4129751,0,38.01297928,38.01297928,140.4259544
"257",2005,"SP","A",5,112.8632787,0,56.95415452,56.95415452,169.8174332
"258",2005,"SP","A",9,157.0158113,53.81906344,49.24705563,103.0661191,260.0819304
"259",2005,"SP","A",11,374.3821258,0,305.9326373,305.9326373,680.3147631
"260",2005,"SP","A",13,111.1651043,0,51.07585875,51.07585875,162.2409631
"261",2005,"SP","C",3,180.137108,18.15740247,55.77849537,73.93589784,254.0730058
"262",2005,"SP","C",6,117.8271729,0,52.25151791,52.25151791,170.0786908
"263",2005,"SP","C",7,111.9488771,0,98.49411125,98.49411125,210.4429884
"264",2005,"SP","C",12,112.3407635,0,70.40892038,70.40892038,182.7496839
"265",2005,"SP","C",15,136.1152041,14.10790983,36.83732012,50.94522996,187.0604341
"266",2005,"SP","E",1,284.9014014,0,48.46328286,48.46328286,333.3646842
"267",2005,"SP","E",4,45.32819178,0,9.797159607,9.797159607,55.12535139
"268",2005,"SP","E",8,106.0705814,0,76.41784494,76.41784494,182.4884263
"269",2005,"SP","E",10,74.45841302,0,40.36429758,40.36429758,114.8227106
"270",2005,"SP","E",14,276.6717873,0,17.89614488,17.89614488,294.5679322
"271",2006,"MX","A",2,294.6332466,27.09241203,62.78019876,89.8726108,384.5058574
"272",2006,"MX","A",6,193.1085473,45.36738042,6.309370787,51.67675121,244.7852985
"273",2006,"MX","A",9,333.0250494,0,89.37622138,89.37622138,422.4012708
"274",2006,"MX","A",12,829.6496013,307.3042397,93.21670795,400.5209476,1230.170549
"275",2006,"MX","A",15,164.9841678,82.68802709,16.06734176,98.75536884,263.7395366
"276",2006,"MX","C",3,304.8614812,66.98644596,55.73930673,122.7257527,427.5872339
"277",2006,"MX","C",5,312.5163286,33.10133659,112.82409,145.9254266,458.4417552
"278",2006,"MX","C",7,215.2631909,0,49.0119238,49.0119238,264.2751147
"279",2006,"MX","C",10,310.1127588,115.214597,69.23326123,184.4478582,494.560617
"280",2006,"MX","C",14,369.6011119,34.47293894,144.0835606,178.5564996,548.1576115
"281",2006,"MX","E",1,358.8503621,44.89711676,53.24429675,98.14141351,456.9917756
"282",2006,"MX","E",4,312.359574,88.25281374,24.61046493,112.8632787,425.2228527
"283",2006,"MX","E",8,312.1636309,149.6352844,33.25809115,182.8933756,495.0570064
"284",2006,"MX","E",11,326.3107293,126.1874157,19.59431921,145.781735,472.0924643
"285",2006,"MX","E",13,282.236574,24.12713839,128.434231,152.5613694,434.7979434
"286",2006,"SC","A",2,307.5001829,424.543583,0,424.543583,732.0437659
"287",2006,"SC","A",4,273.6020106,56.15731887,5.786855608,61.94417448,335.5461851
"288",2006,"SC","A",8,153.3059535,25.04153996,55.89606128,80.93760124,234.2435548
"289",2006,"SC","A",12,182.0442884,159.6937016,66.37249062,226.0661922,408.1104806
"290",2006,"SC","A",15,309.4465519,50.22677159,122.0595458,172.2863174,481.7328693
"291",2006,"SC","C",3,97.71033849,162.8941071,20.24746319,183.1415703,280.8519087
"292",2006,"SC","C",5,137.0557315,51.12811027,36.24949055,87.37760082,224.4333323
"293",2006,"SC","C",7,211.566396,31.41622514,64.7918822,96.20810735,307.7745033
"294",2006,"SC","C",11,209.9727247,116.6515137,0,116.6515137,326.6242384
"295",2006,"SC","C",13,141.8889969,0,3.304908508,3.304908508,145.1939054
"296",2006,"SC","E",1,293.2616443,6.178741992,44.9363054,51.11504739,344.3766916
"297",2006,"SC","E",6,303.3069986,106.8935428,0,106.8935428,410.2005413
"298",2006,"SC","E",9,202.0958084,119.7996677,20.79610413,140.5957718,342.6915802
"299",2006,"SC","E",10,207.778161,138.1791391,9.535902018,147.7150411,355.4932021
"300",2006,"SC","E",14,265.3854594,8.281865588,25.19829451,33.4801601,298.8656195
"301",2006,"SP","A",2,102.9354903,0,50.74928677,50.74928677,153.684777
"302",2006,"SP","A",5,104.0719608,0,98.42879686,98.42879686,202.5007576
"303",2006,"SP","A",9,127.8333386,103.4318797,37.98685352,141.4187332,269.2520718
"304",2006,"SP","A",11,375.8190425,0,153.5541482,153.5541482,529.3731908
"305",2006,"SP","A",13,83.56324001,0,42.49354694,42.49354694,126.0567869
"306",2006,"SP","C",3,189.1896835,0,46.3993479,46.3993479,235.5890314
"307",2006,"SP","C",6,173.6579198,0,45.06693419,45.06693419,218.724854
"308",2006,"SP","C",7,150.0271708,0,67.87472176,67.87472176,217.9018925
"309",2006,"SP","C",12,104.1634009,66.85581716,29.92705688,96.78287404,200.946275
"310",2006,"SP","C",15,251.6824989,54.13257255,44.00884096,98.14141351,349.8239124
"311",2006,"SP","E",1,409.7955921,395.4656133,0,395.4656133,805.2612053
"312",2006,"SP","E",4,28.43788862,0,13.61152041,13.61152041,42.04940904
"313",2006,"SP","E",8,96.2342331,0,63.0153306,63.0153306,159.2495637
"314",2006,"SP","E",10,73.62238873,0,28.30725983,28.30725983,101.9296486
"315",2006,"SP","E",14,190.7049775,0,3.383285784,3.383285784,194.0882633
"316",2007,"MX","A",2,335.9250086,212.0497225,21.67131705,233.7210396,569.6460482
"317",2007,"MX","A",6,194.2972693,114.2479439,50.78847541,165.0364193,359.3336886
"318",2007,"MX","A",9,726.7794254,0,60.28518878,60.28518878,787.0646142
"319",2007,"MX","A",12,740.9265239,139.8381248,266.0908549,405.9289797,1146.855504
"320",2007,"MX","A",15,108.6439686,0,14.36916742,14.36916742,123.013136
"321",2007,"MX","C",3,363.7228161,40.16835439,60.52032062,100.688675,464.4114912
"322",2007,"MX","C",5,413.7928332,114.7704591,15.55788946,130.3283485,544.1211817
"323",2007,"MX","C",7,247.8289494,33.08827371,65.8761012,98.96437492,346.7933243
"324",2007,"MX","C",10,412.2122248,207.0205139,227.4377946,434.4583085,846.6705333
"325",2007,"MX","C",14,387.0139303,38.02604216,136.5070905,174.5331327,561.5470629
"326",2007,"MX","E",1,502.4244704,301.7263902,51.85963152,353.5860217,856.0104921
"327",2007,"MX","E",4,453.4125466,196.7661536,6.335496546,203.1016501,656.5141967
"328",2007,"MX","E",8,214.6100469,85.31366586,28.12437951,113.4380454,328.0480923
"329",2007,"MX","E",11,264.9674473,26.89646884,53.21817099,80.11463983,345.0820871
"330",2007,"MX","E",13,483.287352,119.2902154,112.288512,231.5787274,714.8660794
"331",2007,"SC","A",2,341.515921,68.56705437,4.663447973,73.23050235,414.7464234
"332",2007,"SC","A",4,290.9625775,4.689573732,55.45192338,60.14149711,351.1040746
"333",2007,"SC","A",8,210.4691141,2.651764534,18.62766613,21.27943067,231.7485448
"334",2007,"SC","A",12,482.1770072,0,242.4731688,242.4731688,724.6501761
"335",2007,"SC","A",15,620.6043411,106.0183298,198.7647741,304.7831039,925.387445
"336",2007,"SC","C",3,209.5677754,0,36.39318222,36.39318222,245.9609577
"337",2007,"SC","C",5,144.4885099,18.19659111,19.38531314,37.58190425,182.0704141
"338",2007,"SC","C",7,300.5376681,85.78392952,22.63797013,108.4218997,408.9595678
"339",2007,"SC","C",11,287.9711781,32.3306267,16.65517133,48.98579804,336.9569761
