site,water_level,warming,vegetation,treatment_name,organ_id,plot_id,am32channel,temp_raw_link,ptemp_link,logger,design_link
freshwater,10,ambient,veg,amb_veg_plus10,2,130,20L,Stemp(30),28,genx_organf,logger
freshwater,10,6C,bare,heated_bare_plus10,2,131,21L,Stemp(31),31,genx_organf,logger
freshwater,10,ambient,bare,amb_bare_plus10,2,132,22H,Stemp(32),26,genx_organf,logger
freshwater,10,6C,bare,heated_bare_plus10,3,133,22L,Stemp(33),32,genx_organf,logger
freshwater,10,ambient,veg,amb_veg_plus10,3,134,23L,Stemp(34),29,genx_organf,logger
freshwater,10,6C,veg,heated_veg_plus10,3,135,24H,Stemp(35),36,genx_organf,logger
freshwater,10,ambient,veg,amb_veg_plus10,3,136,24L,Stemp(36),30,genx_organf,logger
brackish,-10,6C,veg,heated_veg_minus10,4,201,1L,Stemp(1),9,genx_organb,logger
brackish,-10,ambient,veg,amb_veg_minus10,4,202,2H,Stemp(2),3,genx_organb,logger
brackish,-10,6C,bare,heated_bare_minus10,4,203,2L,Stemp(3),7,genx_organb,logger
brackish,-10,ambient,veg,amb_veg_minus10,4,204,3L,Stemp(4),4,genx_organb,logger
brackish,-10,6C,bare,heated_bare_minus10,5,205,4H,Stemp(5),8,genx_organb,logger
brackish,-10,ambient,bare,amb_bare_minus10,5,206,4L,Stemp(6),1,genx_organb,logger
brackish,-10,6C,veg,heated_veg_minus10,5,207,5L,Stemp(7),10,genx_organb,logger
brackish,-10,ambient,veg,amb_veg_minus10,5,208,6H,Stemp(8),5,genx_organb,logger
brackish,-10,6C,veg,heated_veg_minus10,6,209,6L,Stemp(9),11,genx_organb,logger
brackish,-10,ambient,veg,amb_veg_minus10,6,210,7L,Stemp(10),6,genx_organb,logger
brackish,-10,6C,veg,heated_veg_minus10,6,211,8H,Stemp(11),12,genx_organb,logger
brackish,-10,ambient,bare,amb_bare_minus10,6,212,8L,Stemp(12),2,genx_organb,logger
brackish,0,6C,bare,heated_bare_0,4,213,9L,Stemp(13),19,genx_organb,logger
brackish,0,ambient,veg,amb_veg_0,4,214,10H,Stemp(14),15,genx_organb,logger
brackish,0,6C,veg,heated_veg_0,4,215,10L,Stemp(15),21,genx_organb,logger
brackish,0,ambient,bare,amb_bare_0,4,216,11L,Stemp(16),13,genx_organb,logger
brackish,0,6C,veg,heated_veg_0,5,217,12H,Stemp(17),22,genx_organb,logger
brackish,0,ambient,veg,amb_veg_0,5,218,12L,Stemp(18),16,genx_organb,logger
brackish,0,6C,veg,heated_veg_0,5,219,13L,Stemp(19),23,genx_organb,logger
brackish,0,ambient,veg,amb_veg_0,5,220,14H,Stemp(20),17,genx_organb,logger
brackish,0,6C,veg,heated_veg_0,6,221,14L,Stemp(21),24,genx_organb,logger
brackish,0,ambient,bare,amb_bare_0,6,222,15L,Stemp(22),14,genx_organb,logger
brackish,0,6C,bare,heated_bare_0,6,223,16H,Stemp(23),20,genx_organb,logger
brackish,0,ambient,veg,amb_veg_0,6,224,16L,Stemp(24),18,genx_organb,logger
brackish,10,6C,veg,heated_veg_plus10,4,225,17L,Stemp(25),33,genx_organb,logger
brackish,10,ambient,bare,amb_bare_plus10,4,226,18H,Stemp(26),25,genx_organb,logger
brackish,10,6C,veg,heated_veg_plus10,4,227,18L,Stemp(27),34,genx_organb,logger
brackish,10,ambient,veg,amb_veg_plus10,4,228,19L,Stemp(28),27,genx_organb,logger
brackish,10,6C,veg,heated_veg_plus10,5,229,20H,Stemp(29),35,genx_organb,logger
brackish,10,ambient,veg,amb_veg_plus10,5,230,20L,Stemp(30),28,genx_organb,logger
brackish,10,6C,bare,heated_bare_plus10,5,231,21L,Stemp(31),31,genx_organb,logger
brackish,10,ambient,bare,amb_bare_plus10,5,232,22H,Stemp(32),26,genx_organb,logger
brackish,10,6C,bare,heated_bare_plus10,6,233,22L,Stemp(33),32,genx_organb,logger
brackish,10,ambient,veg,amb_veg_plus10,6,234,23L,Stemp(34),29,genx_organb,logger
brackish,10,6C,veg,heated_veg_plus10,6,235,24H,Stemp(35),36,genx_organb,logger
brackish,10,ambient,veg,amb_veg_plus10,6,236,24L,Stemp(36),30,genx_organb,logger
freshwater,-10,6C,veg,heated_veg_minus10,1,101,1L,Stemp(1),9,genx_organf,101
freshwater,-10,ambient,veg,amb_veg_minus10,1,102,2H,Stemp(2),3,genx_organf,102
freshwater,-10,6C,bare,heated_bare_minus10,1,103,2L,Stemp(3),7,genx_organf,103
freshwater,-10,ambient,veg,amb_veg_minus10,1,104,3L,Stemp(4),4,genx_organf,104
freshwater,-10,6C,bare,heated_bare_minus10,2,105,4H,Stemp(5),8,genx_organf,105
freshwater,-10,ambient,bare,amb_bare_minus10,2,106,4L,Stemp(6),1,genx_organf,106
freshwater,-10,6C,veg,heated_veg_minus10,2,107,5L,Stemp(7),10,genx_organf,107
freshwater,-10,ambient,veg,amb_veg_minus10,2,108,6H,Stemp(8),5,genx_organf,108
freshwater,-10,6C,veg,heated_veg_minus10,3,109,6L,Stemp(9),11,genx_organf,109
freshwater,-10,ambient,veg,amb_veg_minus10,3,110,7L,Stemp(10),6,genx_organf,110
freshwater,-10,6C,veg,heated_veg_minus10,3,111,8H,Stemp(11),12,genx_organf,111
freshwater,-10,ambient,bare,amb_bare_minus10,3,112,8L,Stemp(12),2,genx_organf,112
freshwater,0,6C,bare,heated_bare_0,1,113,9L,Stemp(13),19,genx_organf,113
freshwater,0,ambient,veg,amb_veg_0,1,114,10H,Stemp(14),15,genx_organf,114
freshwater,0,6C,veg,heated_veg_0,1,115,10L,Stemp(15),21,genx_organf,115
freshwater,0,ambient,bare,amb_bare_0,1,116,11L,Stemp(16),13,genx_organf,116
freshwater,0,6C,veg,heated_veg_0,2,117,12H,Stemp(17),22,genx_organf,117
freshwater,0,ambient,veg,amb_veg_0,2,118,12L,Stemp(18),16,genx_organf,118
freshwater,0,6C,veg,heated_veg_0,2,119,13L,Stemp(19),23,genx_organf,119
freshwater,0,ambient,veg,amb_veg_0,2,120,14H,Stemp(20),17,genx_organf,120
freshwater,0,6C,veg,heated_veg_0,3,121,14L,Stemp(21),24,genx_organf,121
freshwater,0,ambient,bare,amb_bare_0,3,122,15L,Stemp(22),14,genx_organf,122
freshwater,0,6C,bare,heated_bare_0,3,123,16H,Stemp(23),20,genx_organf,123
freshwater,0,ambient,veg,amb_veg_0,3,124,16L,Stemp(24),18,genx_organf,124
freshwater,10,6C,veg,heated_veg_plus10,1,125,17L,Stemp(25),33,genx_organf,125
freshwater,10,ambient,bare,amb_bare_plus10,1,126,18H,Stemp(26),25,genx_organf,126
freshwater,10,6C,veg,heated_veg_plus10,1,127,18L,Stemp(27),34,genx_organf,127
freshwater,10,ambient,veg,amb_veg_plus10,1,128,19L,Stemp(28),27,genx_organf,128
freshwater,10,6C,veg,heated_veg_plus10,2,129,20H,Stemp(29),35,genx_organf,129
freshwater,10,ambient,veg,amb_veg_plus10,2,130,20L,Stemp(30),28,genx_organf,130
freshwater,10,6C,bare,heated_bare_plus10,2,131,21L,Stemp(31),31,genx_organf,131
freshwater,10,ambient,bare,amb_bare_plus10,2,132,22H,Stemp(32),26,genx_organf,132
freshwater,10,6C,bare,heated_bare_plus10,3,133,22L,Stemp(33),32,genx_organf,133
freshwater,10,ambient,veg,amb_veg_plus10,3,134,23L,Stemp(34),29,genx_organf,134
freshwater,10,6C,veg,heated_veg_plus10,3,135,24H,Stemp(35),36,genx_organf,135
freshwater,10,ambient,veg,amb_veg_plus10,3,136,24L,Stemp(36),30,genx_organf,136
brackish,-10,6C,veg,heated_veg_minus10,4,201,1L,Stemp(1),9,genx_organb,201
brackish,-10,ambient,veg,amb_veg_minus10,4,202,2H,Stemp(2),3,genx_organb,202
brackish,-10,6C,bare,heated_bare_minus10,4,203,2L,Stemp(3),7,genx_organb,203
brackish,-10,ambient,veg,amb_veg_minus10,4,204,3L,Stemp(4),4,genx_organb,204
brackish,-10,6C,bare,heated_bare_minus10,5,205,4H,Stemp(5),8,genx_organb,205
brackish,-10,ambient,bare,amb_bare_minus10,5,206,4L,Stemp(6),1,genx_organb,206
brackish,-10,6C,veg,heated_veg_minus10,5,207,5L,Stemp(7),10,genx_organb,207
brackish,-10,ambient,veg,amb_veg_minus10,5,208,6H,Stemp(8),5,genx_organb,208
brackish,-10,6C,veg,heated_veg_minus10,6,209,6L,Stemp(9),11,genx_organb,209
brackish,-10,ambient,veg,amb_veg_minus10,6,210,7L,Stemp(10),6,genx_organb,210
brackish,-10,6C,veg,heated_veg_minus10,6,211,8H,Stemp(11),12,genx_organb,211
brackish,-10,ambient,bare,amb_bare_minus10,6,212,8L,Stemp(12),2,genx_organb,212
brackish,0,6C,bare,heated_bare_0,4,213,9L,Stemp(13),19,genx_organb,213
brackish,0,ambient,veg,amb_veg_0,4,214,10H,Stemp(14),15,genx_organb,214
brackish,0,6C,veg,heated_veg_0,4,215,10L,Stemp(15),21,genx_organb,215
brackish,0,ambient,bare,amb_bare_0,4,216,11L,Stemp(16),13,genx_organb,216
brackish,0,6C,veg,heated_veg_0,5,217,12H,Stemp(17),22,genx_organb,217
brackish,0,ambient,veg,amb_veg_0,5,218,12L,Stemp(18),16,genx_organb,218
brackish,0,6C,veg,heated_veg_0,5,219,13L,Stemp(19),23,genx_organb,219
brackish,0,ambient,veg,amb_veg_0,5,220,14H,Stemp(20),17,genx_organb,220
brackish,0,6C,veg,heated_veg_0,6,221,14L,Stemp(21),24,genx_organb,221
brackish,0,ambient,bare,amb_bare_0,6,222,15L,Stemp(22),14,genx_organb,222
brackish,0,6C,bare,heated_bare_0,6,223,16H,Stemp(23),20,genx_organb,223
brackish,0,ambient,veg,amb_veg_0,6,224,16L,Stemp(24),18,genx_organb,224
brackish,10,6C,veg,heated_veg_plus10,4,225,17L,Stemp(25),33,genx_organb,225
brackish,10,ambient,bare,amb_bare_plus10,4,226,18H,Stemp(26),25,genx_organb,226
brackish,10,6C,veg,heated_veg_plus10,4,227,18L,Stemp(27),34,genx_organb,227
brackish,10,ambient,veg,amb_veg_plus10,4,228,19L,Stemp(28),27,genx_organb,228
brackish,10,6C,veg,heated_veg_plus10,5,229,20H,Stemp(29),35,genx_organb,229
brackish,10,ambient,veg,amb_veg_plus10,5,230,20L,Stemp(30),28,genx_organb,230
brackish,10,6C,bare,heated_bare_plus10,5,231,21L,Stemp(31),31,genx_organb,231
brackish,10,ambient,bare,amb_bare_plus10,5,232,22H,Stemp(32),26,genx_organb,232
brackish,10,6C,bare,heated_bare_plus10,6,233,22L,Stemp(33),32,genx_organb,233
brackish,10,ambient,veg,amb_veg_plus10,6,234,23L,Stemp(34),29,genx_organb,234
brackish,10,6C,veg,heated_veg_plus10,6,235,24H,Stemp(35),36,genx_organb,235
brackish,10,ambient,veg,amb_veg_plus10,6,236,24L,Stemp(36),30,genx_organb,236
freshwater,-10,6C,veg,heated_veg_minus10,1,101,1L,Stemp(1),9,genx_organf,-10
freshwater,-10,ambient,veg,amb_veg_minus10,1,102,2H,Stemp(2),3,genx_organf,-10
freshwater,-10,6C,bare,heated_bare_minus10,1,103,2L,Stemp(3),7,genx_organf,-10
freshwater,-10,ambient,veg,amb_veg_minus10,1,104,3L,Stemp(4),4,genx_organf,-10
freshwater,-10,6C,bare,heated_bare_minus10,2,105,4H,Stemp(5),8,genx_organf,-10
freshwater,-10,ambient,bare,amb_bare_minus10,2,106,4L,Stemp(6),1,genx_organf,-10
freshwater,-10,6C,veg,heated_veg_minus10,2,107,5L,Stemp(7),10,genx_organf,-10
freshwater,-10,ambient,veg,amb_veg_minus10,2,108,6H,Stemp(8),5,genx_organf,-10
freshwater,-10,6C,veg,heated_veg_minus10,3,109,6L,Stemp(9),11,genx_organf,-10
freshwater,-10,ambient,veg,amb_veg_minus10,3,110,7L,Stemp(10),6,genx_organf,-10
freshwater,-10,6C,veg,heated_veg_minus10,3,111,8H,Stemp(11),12,genx_organf,-10
freshwater,-10,ambient,bare,amb_bare_minus10,3,112,8L,Stemp(12),2,genx_organf,-10
freshwater,0,6C,bare,heated_bare_0,1,113,9L,Stemp(13),19,genx_organf,0
freshwater,0,ambient,veg,amb_veg_0,1,114,10H,Stemp(14),15,genx_organf,0
freshwater,0,6C,veg,heated_veg_0,1,115,10L,Stemp(15),21,genx_organf,0
freshwater,0,ambient,bare,amb_bare_0,1,116,11L,Stemp(16),13,genx_organf,0
freshwater,0,6C,veg,heated_veg_0,2,117,12H,Stemp(17),22,genx_organf,0
freshwater,0,ambient,veg,amb_veg_0,2,118,12L,Stemp(18),16,genx_organf,0
freshwater,0,6C,veg,heated_veg_0,2,119,13L,Stemp(19),23,genx_organf,0
freshwater,0,ambient,veg,amb_veg_0,2,120,14H,Stemp(20),17,genx_organf,0
freshwater,0,6C,veg,heated_veg_0,3,121,14L,Stemp(21),24,genx_organf,0
freshwater,0,ambient,bare,amb_bare_0,3,122,15L,Stemp(22),14,genx_organf,0
freshwater,0,6C,bare,heated_bare_0,3,123,16H,Stemp(23),20,genx_organf,0
freshwater,0,ambient,veg,amb_veg_0,3,124,16L,Stemp(24),18,genx_organf,0
freshwater,10,6C,veg,heated_veg_plus10,1,125,17L,Stemp(25),33,genx_organf,10
freshwater,10,ambient,bare,amb_bare_plus10,1,126,18H,Stemp(26),25,genx_organf,10
freshwater,10,6C,veg,heated_veg_plus10,1,127,18L,Stemp(27),34,genx_organf,10
freshwater,10,ambient,veg,amb_veg_plus10,1,128,19L,Stemp(28),27,genx_organf,10
freshwater,10,6C,veg,heated_veg_plus10,2,129,20H,Stemp(29),35,genx_organf,10
freshwater,10,ambient,veg,amb_veg_plus10,2,130,20L,Stemp(30),28,genx_organf,10
freshwater,10,6C,bare,heated_bare_plus10,2,131,21L,Stemp(31),31,genx_organf,10
freshwater,10,ambient,bare,amb_bare_plus10,2,132,22H,Stemp(32),26,genx_organf,10
freshwater,10,6C,bare,heated_bare_plus10,3,133,22L,Stemp(33),32,genx_organf,10
freshwater,10,ambient,veg,amb_veg_plus10,3,134,23L,Stemp(34),29,genx_organf,10
freshwater,10,6C,veg,heated_veg_plus10,3,135,24H,Stemp(35),36,genx_organf,10
freshwater,10,ambient,veg,amb_veg_plus10,3,136,24L,Stemp(36),30,genx_organf,10
brackish,-10,6C,veg,heated_veg_minus10,4,201,1L,Stemp(1),9,genx_organb,-10
brackish,-10,ambient,veg,amb_veg_minus10,4,202,2H,Stemp(2),3,genx_organb,-10
brackish,-10,6C,bare,heated_bare_minus10,4,203,2L,Stemp(3),7,genx_organb,-10
brackish,-10,ambient,veg,amb_veg_minus10,4,204,3L,Stemp(4),4,genx_organb,-10
brackish,-10,6C,bare,heated_bare_minus10,5,205,4H,Stemp(5),8,genx_organb,-10
brackish,-10,ambient,bare,amb_bare_minus10,5,206,4L,Stemp(6),1,genx_organb,-10
brackish,-10,6C,veg,heated_veg_minus10,5,207,5L,Stemp(7),10,genx_organb,-10
brackish,-10,ambient,veg,amb_veg_minus10,5,208,6H,Stemp(8),5,genx_organb,-10
brackish,-10,6C,veg,heated_veg_minus10,6,209,6L,Stemp(9),11,genx_organb,-10
brackish,-10,ambient,veg,amb_veg_minus10,6,210,7L,Stemp(10),6,genx_organb,-10
brackish,-10,6C,veg,heated_veg_minus10,6,211,8H,Stemp(11),12,genx_organb,-10
brackish,-10,ambient,bare,amb_bare_minus10,6,212,8L,Stemp(12),2,genx_organb,-10
brackish,0,6C,bare,heated_bare_0,4,213,9L,Stemp(13),19,genx_organb,0
brackish,0,ambient,veg,amb_veg_0,4,214,10H,Stemp(14),15,genx_organb,0
brackish,0,6C,veg,heated_veg_0,4,215,10L,Stemp(15),21,genx_organb,0
brackish,0,ambient,bare,amb_bare_0,4,216,11L,Stemp(16),13,genx_organb,0
brackish,0,6C,veg,heated_veg_0,5,217,12H,Stemp(17),22,genx_organb,0
brackish,0,ambient,veg,amb_veg_0,5,218,12L,Stemp(18),16,genx_organb,0
brackish,0,6C,veg,heated_veg_0,5,219,13L,Stemp(19),23,genx_organb,0
brackish,0,ambient,veg,amb_veg_0,5,220,14H,Stemp(20),17,genx_organb,0
brackish,0,6C,veg,heated_veg_0,6,221,14L,Stemp(21),24,genx_organb,0
brackish,0,ambient,bare,amb_bare_0,6,222,15L,Stemp(22),14,genx_organb,0
brackish,0,6C,bare,heated_bare_0,6,223,16H,Stemp(23),20,genx_organb,0
brackish,0,ambient,veg,amb_veg_0,6,224,16L,Stemp(24),18,genx_organb,0
brackish,10,6C,veg,heated_veg_plus10,4,225,17L,Stemp(25),33,genx_organb,10
brackish,10,ambient,bare,amb_bare_plus10,4,226,18H,Stemp(26),25,genx_organb,10
brackish,10,6C,veg,heated_veg_plus10,4,227,18L,Stemp(27),34,genx_organb,10
brackish,10,ambient,veg,amb_veg_plus10,4,228,19L,Stemp(28),27,genx_organb,10
brackish,10,6C,veg,heated_veg_plus10,5,229,20H,Stemp(29),35,genx_organb,10
brackish,10,ambient,veg,amb_veg_plus10,5,230,20L,Stemp(30),28,genx_organb,10
brackish,10,6C,bare,heated_bare_plus10,5,231,21L,Stemp(31),31,genx_organb,10
brackish,10,ambient,bare,amb_bare_plus10,5,232,22H,Stemp(32),26,genx_organb,10
brackish,10,6C,bare,heated_bare_plus10,6,233,22L,Stemp(33),32,genx_organb,10
brackish,10,ambient,veg,amb_veg_plus10,6,234,23L,Stemp(34),29,genx_organb,10
brackish,10,6C,veg,heated_veg_plus10,6,235,24H,Stemp(35),36,genx_organb,10
brackish,10,ambient,veg,amb_veg_plus10,6,236,24L,Stemp(36),30,genx_organb,10
freshwater,-10,6C,veg,heated_veg_minus10,1,101,1L,Stemp(1),9,genx_organf,heated_veg_minus10
freshwater,-10,ambient,veg,amb_veg_minus10,1,102,2H,Stemp(2),3,genx_organf,amb_veg_minus10
freshwater,-10,6C,bare,heated_bare_minus10,1,103,2L,Stemp(3),7,genx_organf,heated_bare_minus10
freshwater,-10,ambient,veg,amb_veg_minus10,1,104,3L,Stemp(4),4,genx_organf,amb_veg_minus10
freshwater,-10,6C,bare,heated_bare_minus10,2,105,4H,Stemp(5),8,genx_organf,heated_bare_minus10
freshwater,-10,ambient,bare,amb_bare_minus10,2,106,4L,Stemp(6),1,genx_organf,amb_bare_minus10
freshwater,-10,6C,veg,heated_veg_minus10,2,107,5L,Stemp(7),10,genx_organf,heated_veg_minus10
freshwater,-10,ambient,veg,amb_veg_minus10,2,108,6H,Stemp(8),5,genx_organf,amb_veg_minus10
freshwater,-10,6C,veg,heated_veg_minus10,3,109,6L,Stemp(9),11,genx_organf,heated_veg_minus10
freshwater,-10,ambient,veg,amb_veg_minus10,3,110,7L,Stemp(10),6,genx_organf,amb_veg_minus10
freshwater,-10,6C,veg,heated_veg_minus10,3,111,8H,Stemp(11),12,genx_organf,heated_veg_minus10
freshwater,-10,ambient,bare,amb_bare_minus10,3,112,8L,Stemp(12),2,genx_organf,amb_bare_minus10
freshwater,0,6C,bare,heated_bare_0,1,113,9L,Stemp(13),19,genx_organf,heated_bare_0
freshwater,0,ambient,veg,amb_veg_0,1,114,10H,Stemp(14),15,genx_organf,amb_veg_0
freshwater,0,6C,veg,heated_veg_0,1,115,10L,Stemp(15),21,genx_organf,heated_veg_0
freshwater,0,ambient,bare,amb_bare_0,1,116,11L,Stemp(16),13,genx_organf,amb_bare_0
freshwater,0,6C,veg,heated_veg_0,2,117,12H,Stemp(17),22,genx_organf,heated_veg_0
freshwater,0,ambient,veg,amb_veg_0,2,118,12L,Stemp(18),16,genx_organf,amb_veg_0
freshwater,0,6C,veg,heated_veg_0,2,119,13L,Stemp(19),23,genx_organf,heated_veg_0
freshwater,0,ambient,veg,amb_veg_0,2,120,14H,Stemp(20),17,genx_organf,amb_veg_0
freshwater,0,6C,veg,heated_veg_0,3,121,14L,Stemp(21),24,genx_organf,heated_veg_0
freshwater,0,ambient,bare,amb_bare_0,3,122,15L,Stemp(22),14,genx_organf,amb_bare_0
freshwater,0,6C,bare,heated_bare_0,3,123,16H,Stemp(23),20,genx_organf,heated_bare_0
freshwater,0,ambient,veg,amb_veg_0,3,124,16L,Stemp(24),18,genx_organf,amb_veg_0
freshwater,10,6C,veg,heated_veg_plus10,1,125,17L,Stemp(25),33,genx_organf,heated_veg_plus10
freshwater,10,ambient,bare,amb_bare_plus10,1,126,18H,Stemp(26),25,genx_organf,amb_bare_plus10
freshwater,10,6C,veg,heated_veg_plus10,1,127,18L,Stemp(27),34,genx_organf,heated_veg_plus10
freshwater,10,ambient,veg,amb_veg_plus10,1,128,19L,Stemp(28),27,genx_organf,amb_veg_plus10
freshwater,10,6C,veg,heated_veg_plus10,2,129,20H,Stemp(29),35,genx_organf,heated_veg_plus10
freshwater,10,ambient,veg,amb_veg_plus10,2,130,20L,Stemp(30),28,genx_organf,amb_veg_plus10
freshwater,10,6C,bare,heated_bare_plus10,2,131,21L,Stemp(31),31,genx_organf,heated_bare_plus10
freshwater,10,ambient,bare,amb_bare_plus10,2,132,22H,Stemp(32),26,genx_organf,amb_bare_plus10
freshwater,10,6C,bare,heated_bare_plus10,3,133,22L,Stemp(33),32,genx_organf,heated_bare_plus10
freshwater,10,ambient,veg,amb_veg_plus10,3,134,23L,Stemp(34),29,genx_organf,amb_veg_plus10
freshwater,10,6C,veg,heated_veg_plus10,3,135,24H,Stemp(35),36,genx_organf,heated_veg_plus10
freshwater,10,ambient,veg,amb_veg_plus10,3,136,24L,Stemp(36),30,genx_organf,amb_veg_plus10
brackish,-10,6C,veg,heated_veg_minus10,4,201,1L,Stemp(1),9,genx_organb,heated_veg_minus10
brackish,-10,ambient,veg,amb_veg_minus10,4,202,2H,Stemp(2),3,genx_organb,amb_veg_minus10
brackish,-10,6C,bare,heated_bare_minus10,4,203,2L,Stemp(3),7,genx_organb,heated_bare_minus10
brackish,-10,ambient,veg,amb_veg_minus10,4,204,3L,Stemp(4),4,genx_organb,amb_veg_minus10
brackish,-10,6C,bare,heated_bare_minus10,5,205,4H,Stemp(5),8,genx_organb,heated_bare_minus10
brackish,-10,ambient,bare,amb_bare_minus10,5,206,4L,Stemp(6),1,genx_organb,amb_bare_minus10
brackish,-10,6C,veg,heated_veg_minus10,5,207,5L,Stemp(7),10,genx_organb,heated_veg_minus10
brackish,-10,ambient,veg,amb_veg_minus10,5,208,6H,Stemp(8),5,genx_organb,amb_veg_minus10
brackish,-10,6C,veg,heated_veg_minus10,6,209,6L,Stemp(9),11,genx_organb,heated_veg_minus10
brackish,-10,ambient,veg,amb_veg_minus10,6,210,7L,Stemp(10),6,genx_organb,amb_veg_minus10
brackish,-10,6C,veg,heated_veg_minus10,6,211,8H,Stemp(11),12,genx_organb,heated_veg_minus10
brackish,-10,ambient,bare,amb_bare_minus10,6,212,8L,Stemp(12),2,genx_organb,amb_bare_minus10
brackish,0,6C,bare,heated_bare_0,4,213,9L,Stemp(13),19,genx_organb,heated_bare_0
brackish,0,ambient,veg,amb_veg_0,4,214,10H,Stemp(14),15,genx_organb,amb_veg_0
brackish,0,6C,veg,heated_veg_0,4,215,10L,Stemp(15),21,genx_organb,heated_veg_0
brackish,0,ambient,bare,amb_bare_0,4,216,11L,Stemp(16),13,genx_organb,amb_bare_0
brackish,0,6C,veg,heated_veg_0,5,217,12H,Stemp(17),22,genx_organb,heated_veg_0
brackish,0,ambient,veg,amb_veg_0,5,218,12L,Stemp(18),16,genx_organb,amb_veg_0
brackish,0,6C,veg,heated_veg_0,5,219,13L,Stemp(19),23,genx_organb,heated_veg_0
brackish,0,ambient,veg,amb_veg_0,5,220,14H,Stemp(20),17,genx_organb,amb_veg_0
brackish,0,6C,veg,heated_veg_0,6,221,14L,Stemp(21),24,genx_organb,heated_veg_0
brackish,0,ambient,bare,amb_bare_0,6,222,15L,Stemp(22),14,genx_organb,amb_bare_0
brackish,0,6C,bare,heated_bare_0,6,223,16H,Stemp(23),20,genx_organb,heated_bare_0
brackish,0,ambient,veg,amb_veg_0,6,224,16L,Stemp(24),18,genx_organb,amb_veg_0
brackish,10,6C,veg,heated_veg_plus10,4,225,17L,Stemp(25),33,genx_organb,heated_veg_plus10
brackish,10,ambient,bare,amb_bare_plus10,4,226,18H,Stemp(26),25,genx_organb,amb_bare_plus10
brackish,10,6C,veg,heated_veg_plus10,4,227,18L,Stemp(27),34,genx_organb,heated_veg_plus10
brackish,10,ambient,veg,amb_veg_plus10,4,228,19L,Stemp(28),27,genx_organb,amb_veg_plus10
brackish,10,6C,veg,heated_veg_plus10,5,229,20H,Stemp(29),35,genx_organb,heated_veg_plus10
brackish,10,ambient,veg,amb_veg_plus10,5,230,20L,Stemp(30),28,genx_organb,amb_veg_plus10
brackish,10,6C,bare,heated_bare_plus10,5,231,21L,Stemp(31),31,genx_organb,heated_bare_plus10
brackish,10,ambient,bare,amb_bare_plus10,5,232,22H,Stemp(32),26,genx_organb,amb_bare_plus10
