Year,Chamber,Total_Height,Green_Height,Width,Flower_Cut
2024,Ref2,109,106,4.3,N
2024,Ref2,104,102,3.4,N
2024,Ref2,82,78,1.3,N
2024,Ref2,105,103,3.1,N
2024,Ref2,87,78,3.1,N
2024,Ref2,107,104,3.9,N
2024,Ref2,66,52,2.3,C
2024,Ref2,101,97,3.2,N
2024,Ref2,62,49,1.4,N
2024,Ref2,100,93,3.8,N
2024,Ref2,104,101,2.5,N
2024,Ref2,98,96,2.2,N
2024,Ref3,98,93,3.8,N
2024,Ref3,68,50,3.8,N
2024,Ref3,75,72,2.3,N
2024,Ref3,67,56,2.7,N
2024,Ref3,86,83,3.3,N
2024,Ref3,77,69,4.7,N
2024,Ref3,97,95,2.8,N
2024,Ref3,57,54,1.9,N
2024,Ref3,78,71,3,F
2024,Ref3,85,80,3.7,N
2024,Ref3,79,78,3.3,N
2024,Ref3,82,80,4.5,N
2024,Ref3,81,65,4,N
2024,Ref3,93,90,3.5,N
2024,Ref3,92,90,4,N
2024,Ref3,90,75,3.8,N
2024,Ref3,68,64,3.2,C
2024,Ref3,84,51,3.9,N
2024,Ref3,72,52,3.8,N
2024,Ref3,96,93,3.9,N
2024,Ref3,105,103,4.5,N
2024,Ref3,46,46,3.3,N
2024,Ref3,30,30,3.7,N
2024,Ref3,87,84,4.6,N
2024,Ref3,74,65,3.9,N
2024,Ref3,83,79,2.6,N
2024,Ref3,82,78,3.5,N
2024,Ref3,88,85,2.5,N
2024,Ref3,89,87,3.2,N
2024,Ref3,101,98,3.5,N
2024,Ref4,81,79,2.5,C
2024,Ref4,95,94,3.3,N
2024,Ref4,128,106,3.4,F
2024,Ref4,127,115,4.1,F
2024,Ref4,94,90,3.6,N
2024,Ref4,81,79,3.4,N
2024,Ref4,93,91,2.7,N
2024,Ref4,120,104,3.1,N
2024,Ref4,86,72,2.3,N
2024,Ref4,79,76,3.2,N
2024,Ref4,121,112,2.9,F
2024,Ref4,106,75,2.9,N
2024,Ref4,113,93,3.6,F
2024,Ref4,82,80,3,N
2024,Ref4,105,95,3.1,N
2024,Ref4,77,75,2.5,N
2024,Ref4,85,69,2.5,N
2024,Ref4,76,72,3.3,N
2024,Ref4,101,97,3.7,N
2024,Ref4,132,118,4.4,F
2024,Ref4,104,99,3.5,N
2024,Ref4,80,76,3.5,N
2024,Ref4,102,96,2.9,F
2024,Ref4,83,80,4,N
2024,Ref4,108,106,3.8,N
2024,Ref4,97,74,3.1,N
2024,Ref4,128,114,3.5,F
2024,Ref4,105,103,3.1,N
2024,Ref4,87,86,3.2,N
2024,Ref4,126,100,4.2,F
2024,Ref5,121,98,3.8,F
2024,Ref5,116,112,4.7,N
2024,Ref5,84,83,2.7,N
2024,Ref5,105,103,4.8,N
2024,Ref5,140,125,4.6,F
2024,Ref5,110,108,4.3,N
2024,Ref5,113,111,4.2,N
2024,Ref5,101,82,4.2,N
2024,Ref5,131,118,4.3,N
2024,Ref5,83,72,2.9,F
2024,Ref5,101,90,4.7,F
2024,Ref5,119,116,3.8,N
2024,Ref5,109,75,4.5,F
2024,Ref5,89,87,2.7,N
2024,Ref5,101,89,3.8,F
2024,Ref5,89,87,2.5,N
2024,Ref5,76,73,2.1,N
2024,Ref5,110,63,3.8,C
2024,Ref5,119,97,3.7,F
2024,Ref5,107,106,3.6,N
2024,Ref5,110,83,3.8,N
2024,Ref5,85,63,2.2,N
2024,Ref5,105,102,4.6,N
2024,Ref5,96,94,3.6,N
2024,Ref5,95,93,3.6,N
2024,Ref5,97,75,3.7,N
2024,Ref5,125,124,4.8,N
2024,Ref5,103,72,3.8,F
2024,Ref5,29,29,4.5,N
2024,Ref5,24,24,3.3,N
2024,Ref6,17,17,3.3,N
2024,Ref6,114,111,3.2,C
2024,Ref6,91,89,2.9,N
2024,Ref6,106,87,3.8,N
2024,Ref6,102,87,2.7,F
2024,Ref6,111,109,3.8,N
2024,Ref6,97,93,3.9,N
2024,Ref6,86,84,3.5,N
2024,Ref6,74,70,3.2,N
2024,Ref6,104,77,4.3,F
2024,Ref6,82,80,1.8,N
2024,Ref6,88,84,3,N
2024,Ref6,70,66,1.7,N
2024,Ref6,99,95,5,N
2024,Ref6,95,91,2.9,N
2024,Ref6,126,123,4.3,N
2024,Ref6,103,101,2.8,N
2024,Ref6,105,89,1.4,N
2024,Ref6,97,93,4,N
2024,Ref6,91,89,2.2,N
2024,Ref6,84,81,2.3,N
2024,Ref6,105,103,3.4,N
2024,Ref6,100,98,2.8,N
2024,Ref6,104,101,3.8,N
2024,Ref6,91,86,2.8,N
2024,Ref6,81,76,3.4,N
2024,Ref6,87,85,3.3,N
2024,Ref6,86,84,2.8,N
2024,Ref6,117,115,4,N
2024,Ref6,89,85,3.9,N
2024,Ref7,121,105,3,F
2024,Ref7,105,85,2.4,F
2024,Ref7,103,96,2.7,N
2024,Ref7,141,139,3.9,F
2024,Ref7,125,123,2.7,N
2024,Ref7,103,97,2.7,N
2024,Ref7,121,101,2.9,F
2024,Ref7,100,99,1.9,N
2024,Ref7,83,82,2.3,C
2024,Ref7,84,77,2.1,N
2024,Ref7,112,61,2.8,F
2024,Ref7,107,78,2.6,F
2024,Ref7,102,92,4.9,F
2024,Ref7,109,107,3.2,N
2024,Ref7,116,113,2.3,N
2024,Ref7,115,114,2.4,N
2024,Ref7,89,86,1.6,F
2024,Ref7,88,85,2.3,N
2024,Ref7,108,59,3.6,F
2024,Ref7,115,109,4.8,F
2024,Ref7,119,95,2.6,F
2024,Ref7,95,93,2.4,N
2024,Ref7,96,93,2.4,N
2024,Ref7,117,113,2.8,N
2024,Ref7,98,96,2.4,N
2024,Ref7,120,101,2.6,F
2024,Ref7,107,55,3.6,F
2024,Ref7,111,83,2.8,N
2024,Ref7,107,96,3.7,F
2024,Ref7,101,100,5,N
2024,Ref8,80,76,4.3,N
2024,Ref8,92,90,3,N
2024,Ref8,74,72,2.3,N
2024,Ref8,123,120,4.2,N
2024,Ref8,89,82,3.3,N
2024,Ref8,111,107,4.1,N
2024,Ref8,119,117,3.4,N
2024,Ref8,92,68,2.3,N
2024,Ref8,65,60,2.1,N
2024,Ref8,104,81,3.6,F
2024,Ref8,114,112,3.8,N
2024,Ref8,86,85,3.3,N
2024,Ref8,96,94,3.3,N
2024,Ref8,110,98,3.2,N
2024,Ref8,122,86,4.7,F
2024,Ref8,116,115,3,N
2024,Ref8,85,82,3.2,N
2024,Ref8,105,61,2.6,F
2024,Ref8,124,83,3,N
2024,Ref8,98,93,3.7,N
2024,Ref8,103,98,5,N
2024,Ref8,83,79,4.5,N
2024,Ref8,123,121,4.6,N
2024,Ref8,45,45,2.8,N
2024,Ref8,117,114,4.1,F
2024,Ref8,60,60,3.2,N
2024,Ref8,95,92,4.2,N
2024,Ref8,111,109,4.1,N
2024,Ref8,119,117,3.6,N
2024,Ref8,109,108,3.7,C
2024,Ref9,74,70,4.2,N
2024,Ref9,120,97,4.5,F
2024,Ref9,117,107,4,N
2024,Ref9,95,93,4.7,N
2024,Ref9,110,78,4.8,N
2024,Ref9,101,99,4.5,N
2024,Ref9,84,83,3.7,N
2024,Ref9,92,83,4.8,N
2024,Ref9,101,99,3.9,N
2024,Ref9,100,98,5.1,N
2024,Ref9,82,80,4.2,N
2024,Ref9,121,80,3.2,F
2024,Ref9,121,86,4.4,F
2024,Ref9,92,91,3.6,N
2024,Ref9,81,77,3.5,N
2024,Ref9,115,106,4,N
2024,Ref9,107,106,4.4,N
2024,Ref9,123,112,4.4,F
2024,Ref9,128,120,4.1,F
2024,Ref9,131,117,4.1,F
2024,Ref9,125,112,4.2,N
2024,Ref9,128,122,4.2,F
2024,Ref9,115,113,4.1,N
2024,Ref9,121,97,4.5,F
2024,Ref9,136,96,4.5,F
2024,Ref9,110,105,4.8,F
2024,Ref9,125,107,4.2,F
2024,Ref9,135,105,4.7,N
2024,Ref9,101,99,3.7,N
2024,Ref9,110,100,5.2,F
2024,Ref10,81,78,2.8,N
2024,Ref10,110,64,4.8,N
2024,Ref10,101,100,5.1,N
2024,Ref10,82,79,2.4,N
2024,Ref10,55,52,4,N
2024,Ref10,108,105,3.5,N
2024,Ref10,108,100,3.2,N
2024,Ref10,77,70,3.4,N
2024,Ref10,93,92,3.4,N
2024,Ref10,108,105,3,N
2024,Ref10,94,90,3,N
2024,Ref10,93,90,3.4,N
2024,Ref10,72,64,3.9,N
2024,Ref10,91,87,3.8,N
2024,Ref10,72,68,3,N
2024,Ref10,97,91,3.5,N
2024,Ref10,107,101,4.8,F
2024,Ref10,105,103,3.8,N
2024,Ref10,109,104,4.9,N
2024,Ref10,92,88,4.1,N
2024,Ref10,103,101,2.8,N
2024,Ref10,125,123,3.8,N
2024,Ref10,72,72,3.2,N
2024,Ref10,97,88,4.5,F
2024,Ref10,100,95,3.6,N
2024,Ref10,124,122,4.6,N
2024,Ref10,105,98,4.3,N
2024,Ref10,127,125,4.6,N
2024,Ref10,96,94,3.6,N
2024,Ref10,75,74,2.3,N
2024,Ref11,105,103,3.4,N
2024,Ref11,124,73,4.1,F
2024,Ref11,96,93,4.1,N
2024,Ref11,122,91,3.5,F
2024,Ref11,104,103,2.8,N
2024,Ref11,109,106,3.8,N
2024,Ref11,104,102,2.8,N
2024,Ref11,109,71,2.7,N
2024,Ref11,139,137,4.6,N
2024,Ref11,96,88,3.1,N
2024,Ref11,100,54,2.7,N
2024,Ref11,124,95,4.4,F
2024,Ref11,130,127,4.6,N
2024,Ref11,129,115,3.5,F
2024,Ref11,117,66,3.3,N
2024,Ref11,93,91,3.4,N
2024,Ref11,135,126,3.7,N
2024,Ref11,123,94,3.8,F
2024,Ref11,122,120,4.5,N
2024,Ref11,108,106,3.2,N
2024,Ref11,136,63,3.9,N
2024,Ref11,132,56,3.9,F
2024,Ref11,122,119,5,N
2024,Ref11,96,93,4.2,F
2024,Ref11,128,126,5,N
2024,Ref11,96,91,4.6,N
2024,Ref11,126,58,4.1,F
2024,Ref11,103,72,2.7,N
2024,Ref11,135,133,3.1,N
2024,Ref11,123,120,4.2,N
2024,Ref12,107,101,3.5,N
2024,Ref12,135,133,3.8,N
2024,Ref12,130,87,3,F
2024,Ref12,104,99,4,N
2024,Ref12,122,94,3.5,F
2024,Ref12,108,82,3.8,N
2024,Ref12,159,59,4,N
2024,Ref12,99,97,2.7,N
2024,Ref12,76,65,1.8,N
2024,Ref12,107,105,2.9,N
2024,Ref12,115,66,3.2,N
2024,Ref12,133,128,4.6,F
2024,Ref12,95,92,4,N
2024,Ref12,132,82,3.7,F
2024,Ref12,126,124,4.1,N
2024,Ref12,102,98,2.2,N
2024,Ref12,89,84,2.7,C
2024,Ref12,98,68,2.5,N
2024,Ref12,125,83,3.2,F
2024,Ref12,82,81,3.4,N
2024,Ref12,54,53,2.6,N
2024,Ref12,105,62,3.8,N
2024,Ref12,107,106,2.5,N
2024,Ref12,99,97,3.9,N
2024,Ref12,105,101,4.2,N
2024,Ref12,101,98,3.7,N
2024,Ref12,78,71,3.6,N
2024,Ref12,120,91,3.6,F
2024,Ref12,129,108,3.8,C
2024,Ref12,66,66,3.8,N
2025,1,142,121,4.4,F
2025,1,131,118,3.6,N
2025,1,125,121,4.2,F
2025,1,121,113,2.6,F
2025,1,96,88,2.4,F
2025,1,107,103,3.5,N
2025,1,108,105,4.2,N
2025,1,104,98,3,F
2025,1,112,110,3.3,F
2025,1,103,100,2.6,F
2025,1,100,91,2.6,F
2025,1,122,96,3.3,F
2025,1,73,69,3.1,F
2025,1,71,71,3.8,N
2025,1,115,112,3.5,F
2025,1,97,96,4.7,N
2025,1,138,133,3.5,N
2025,1,127,123,3.7,F
2025,1,90,73,2.8,F
2025,1,96,78,3,F
2025,1,120,112,4,F
2025,1,80,73,2.6,F
2025,1,98,71,2.6,F
2025,1,93,86,3.2,F
2025,1,78,75,2,F
2025,1,73,69,3.3,F
2025,1,101,81,2.7,F
2025,1,73,73,4.7,N
2025,1,137,133,3.5,F
2025,1,113,104,3.5,F
2025,2,88,87,2.4,N
2025,2,131,129,4.3,F
2025,2,104,100,2.1,F
2025,2,89,87,2.4,N
2025,2,98,94,2.3,N
2025,2,105,100,2.4,F
2025,2,105,100,2.7,N
2025,2,94,94,2.7,C
2025,2,105,100,2.2,N
2025,2,100,97,3.8,F
2025,2,95,90,2.5,F
2025,2,114,113,2.9,N
2025,2,89,84,3.9,F
2025,2,103,100,3.3,F
2025,2,140,135,3.7,F
2025,2,92,88,2.9,C
2025,2,116,110,3,F
2025,2,103,96,2.8,F
2025,2,95,90,2,F
2025,2,106,104,4.1,F
2025,2,103,100,2.7,F
2025,2,102,101,4.2,N
2025,2,107,101,3.3,F
2025,2,95,87,2.8,F
2025,2,94,85,2.5,F
2025,2,113,110,2.9,F
2025,2,93,92,4,N
2025,2,107,102,2.9,F
2025,2,122,118,3.4,F
2025,2,85,85,3.6,N
2025,3,106,104,5.4,N
2025,3,119,118,5.5,N
2025,3,128,124,3.5,F
2025,3,118,113,3.3,F
2025,3,99,95,2.4,N
2025,3,92,88,2.9,F
2025,3,133,132,3.8,N
2025,3,135,129,3.9,F
2025,3,88,83,1.8,F
2025,3,67,64,3,F
2025,3,111,106,2.5,F
2025,3,103,95,2.9,F
2025,3,144,140,3.8,F
2025,3,80,77,3,F
2025,3,140,137,4.2,F
2025,3,101,92,3.2,F
2025,3,108,106,3.5,N
2025,3,104,98,2.4,F
2025,3,129,115,4,F
2025,3,100,93,2.2,F
2025,3,94,84,2.1,N
2025,3,121,116,3.4,F
2025,3,128,125,3.3,F
2025,3,125,117,4,N
2025,3,136,124,3.6,F
2025,3,135,124,4,F
2025,3,139,136,4.2,F
2025,3,139,135,4.5,F
2025,3,85,82,2.2,F
2025,3,94,90,2.7,F
2025,4,108,93,3.8,F
2025,4,132,128,3.1,F
2025,4,133,129,4.3,F
2025,4,123,117,3.7,F
2025,4,109,97,3.5,F
2025,4,124,116,4,F
2025,4,98,90,2.9,F
2025,4,130,127,3.8,F
2025,4,75,70,3.4,N
2025,4,122,121,3.7,N
2025,4,112,106,4.1,F
2025,4,110,105,4.6,F
2025,4,122,119,4.1,F
2025,4,126,121,4,F
2025,4,116,104,3.3,F
2025,4,112,104,3.1,N
2025,4,114,104,3.1,F
2025,4,149,142,3.9,F
2025,4,110,89,3.3,F
2025,4,94,90,2.6,F
2025,4,118,108,2.8,F
2025,4,103,98,2.8,F
2025,4,126,118,4.3,F
2025,4,90,79,2.2,N
2025,4,116,110,3.7,F
2025,4,115,109,2.6,F
2025,4,106,98,3.5,F
2025,4,95,90,2.7,N
2025,4,95,92,2.7,F
2025,4,110,103,3.3,N
2025,5,116,114,3.4,F
2025,5,107,105,3.7,N
2025,5,136,132,4,F
2025,5,142,138,3.9,F
2025,5,159,154,3.8,F
2025,5,157,151,4.3,F
2025,5,93,92,2.8,F
2025,5,122,116,3.4,F
2025,5,143,140,3.5,F
2025,5,115,113,3,F
2025,5,152,121,4,N
2025,5,118,115,2.8,F
2025,5,95,94,4.4,N
2025,5,75,75,3.8,N
2025,5,139,135,3.8,F
2025,5,157,152,4.3,F
2025,5,125,120,4.1,F
2025,5,117,113,3.2,F
2025,5,131,128,3.5,F
2025,5,145,142,3.8,F
2025,5,140,138,3.3,F
2025,5,118,113,4.4,F
2025,5,147,144,4.2,F
2025,5,148,143,4.5,F
2025,5,117,111,3,F
2025,5,121,119,4,F
2025,5,119,115,3.1,F
2025,5,108,100,3.7,N
2025,5,115,113,3.4,F
2025,5,141,137,3.8,F
2025,6,145,143,5.2,N
2025,6,139,137,5.4,N
2025,6,156,152,5.3,N
2025,6,78,78,5.4,N
2025,6,98,92,4.4,F
2025,6,120,112,3.6,N
2025,6,126,122,4.9,F
2025,6,129,126,4.8,F
2025,6,76,72,1.8,N
2025,6,132,128,4.1,F
2025,6,147,145,4.6,F
2025,6,81,77,2.3,F
2025,6,64,61,1.2,N
2025,6,90,87,2.8,F
2025,6,107,103,2.8,F
2025,6,135,126,1.8,N
2025,6,76,76,2.3,N
2025,6,68,60,1.6,N
2025,6,117,114,4.1,F
2025,6,129,125,3.5,F
2025,6,95,90,3.1,F
2025,6,155,153,4.9,N
2025,6,128,125,3.9,F
2025,6,103,100,3.2,F
2025,6,159,157,5.1,N
2025,6,140,137,4.6,F
2025,6,119,115,3.3,F
2025,6,134,130,4.6,F
2025,6,125,123,3.8,N
2025,6,111,107,3.2,F
2025,7,117,114,3.2,F
2025,7,123,119,4.9,F
2025,7,130,127,3.4,F
2025,7,97,92,2.4,C
2025,7,81,80,4.5,N
2025,7,96,93,4.8,F
2025,7,127,121,3.3,F
2025,7,119,113,4.2,F
2025,7,97,94,2.8,F
2025,7,145,142,4.4,N
2025,7,107,105,4.4,N
2025,7,92,88,2.3,N
2025,7,123,113,3.2,F
2025,7,133,130,2.6,F
2025,7,130,130,2.6,F
2025,7,131,129,2.2,F
2025,7,146,142,4.2,F
2025,7,145,123,3.8,F
2025,7,93,90,2,N
2025,7,109,107,4,N
2025,7,101,94,2.6,F
2025,7,120,113,2.2,F
2025,7,103,102,4.4,N
2025,7,133,126,2.7,F
2025,7,152,147,4.3,F
2025,7,150,144,3.9,F
2025,7,149,143,4.4,F
2025,7,145,142,3.6,N
2025,7,128,117,2.7,F
2025,7,107,99,3.3,F
2025,8,156,151,3,N
2025,8,142,140,3.9,N
2025,8,136,134,4.3,F
2025,8,138,95,3.7,N
2025,8,147,142,4.8,F
2025,8,110,105,2.7,F
2025,8,137,135,3.5,F
2025,8,166,163,5.7,N
2025,8,133,125,2.9,F
2025,8,132,129,2.6,N
2025,8,101,97,3,F
2025,8,62,62,3.3,N
2025,8,96,92,3.5,F
2025,8,117,113,2.5,N
2025,8,139,136,3.8,F
2025,8,149,145,4,F
2025,8,88,88,4.1,N
2025,8,140,102,4.7,N
2025,8,99,94,3.1,N
2025,8,128,125,4.5,N
2025,8,130,123,3.6,F
2025,8,140,138,3,N
2025,8,141,137,4,N
2025,8,124,123,4.3,N
2025,8,127,122,3.9,F
2025,8,137,135,3.1,F
2025,8,110,110,3,N
2025,8,142,140,2.6,N
2025,8,135,132,3.9,F
2025,8,82,82,2.2,N
2025,9,139,138,4.6,N
2025,9,137,126,5.1,N
2025,9,119,114,3.6,F
2025,9,110,109,4.9,N
2025,9,111,111,3.9,C
2025,9,115,111,3.3,F
2025,9,102,96,2.8,F
2025,9,123,122,4,N
2025,9,133,130,3.4,F
2025,9,131,126,4.1,F
2025,9,140,137,4.5,F
2025,9,40,40,3.3,N
2025,9,135,131,3.1,F
2025,9,144,138,4.6,F
2025,9,117,110,3.4,F
2025,9,153,148,3.7,F
2025,9,142,136,3.3,F
2025,9,110,103,3.2,F
2025,9,141,139,3.6,N
2025,9,151,148,4.9,N
2025,9,116,111,2.2,F
2025,9,123,119,3.6,N
2025,9,120,116,3.7,F
2025,9,116,111,3.2,F
2025,9,132,125,3,N
2025,9,74,69,1.5,N
2025,9,131,123,4.4,F
2025,9,112,110,3,F
2025,9,94,93,3.6,N
2025,9,140,132,3.9,F
2025,10,130,129,4.1,N
2025,10,82,72,4.5,N
2025,10,100,98,4.1,N
2025,10,117,107,4.5,N
2025,10,70,69,3.4,N
2025,10,75,74,3.2,N
2025,10,115,109,3.2,N
2025,10,90,89,3.7,N
2025,10,88,81,3.8,F
2025,10,92,91,4.6,N
2025,10,119,116,5.8,F
2025,10,110,102,3.7,F
2025,10,107,104,4.4,N
2025,10,87,80,3.1,N
2025,10,85,76,3.9,N
2025,10,119,118,6.1,F
2025,10,99,89,3,F
2025,10,88,82,2.8,F
2025,10,104,92,3.5,F
2025,10,92,89,5.6,F
2025,10,113,112,3.9,N
2025,10,89,88,4.4,N
2025,10,103,98,2.7,F
2025,10,101,100,4.7,N
2025,10,125,118,3.4,F
2025,10,106,103,3.7,F
2025,10,106,101,3.2,F
2025,10,97,96,3.4,N
2025,10,75,71,2.9,F
2025,10,65,58,2.8,N
2025,11,124,121,3.3,F
2025,11,126,124,3.5,F
2025,11,122,119,5,N
2025,11,112,110,3.4,N
2025,11,127,123,4.7,F
2025,11,122,109,3,F
2025,11,123,119,3,F
2025,11,139,135,4.1,F
2025,11,125,115,4.1,F
2025,11,140,137,4.5,N
2025,11,115,106,3.2,F
2025,11,82,77,4.5,N
2025,11,123,120,3.6,F
2025,11,109,90,2.9,F
2025,11,130,128,5.2,N
2025,11,113,80,2.9,F
2025,11,131,125,4.2,F
2025,11,114,113,2.7,N
2025,11,104,94,2.2,F
2025,11,108,102,3.3,F
2025,11,110,86,3.3,F
2025,11,146,142,5.1,F
2025,11,93,80,4.1,F
2025,11,122,117,3.5,F
2025,11,119,108,3.9,F
2025,11,110,105,3.1,F
2025,11,142,139,4.5,F
2025,11,121,116,3.1,F
2025,11,84,82,2.8,N
2025,11,108,105,3.9,N
2025,12,22,22,2.7,N
2025,12,92,90,2.4,F
2025,12,93,91,3,F
2025,12,125,121,3.6,F
2025,12,124,123,4.6,N
2025,12,126,125,3.9,N
2025,12,98,91,3.1,F
2025,12,88,84,3.7,N
2025,12,83,83,2.8,N
2025,12,113,110,4.7,N
2025,12,64,64,2.7,N
2025,12,61,57,2.8,N
2025,12,44,44,2.8,N
2025,12,47,44,1.7,N
2025,12,106,103,3.2,F
2025,12,126,125,4.8,F
2025,12,115,114,5.3,N
2025,12,87,85,3.4,N
2025,12,103,99,3,F
2025,12,113,110,3.6,N
2025,12,119,114,3.8,F
2025,12,102,95,2.6,N
2025,12,95,95,3.1,N
2025,12,132,126,3.8,F
2025,12,86,84,2.9,N
2025,12,88,84,2,F
2025,12,134,131,3.2,F
2025,12,127,126,3.5,F
2025,12,111,110,3.6,N
2025,12,112,107,3.5,F
2025,Ref1,58,58,4.1,N
2025,Ref1,103,99,4,N
2025,Ref1,90,80,3.3,F
2025,Ref1,102,93,4,N
2025,Ref1,109,100,4.4,F
2025,Ref1,95,91,3.3,N
2025,Ref1,109,107,4.6,N
2025,Ref1,89,80,2.9,F
2025,Ref1,102,100,3.2,N
2025,Ref1,69,68,4,N
2025,Ref1,92,74,3.1,N
2025,Ref1,125,105,4.3,F
2025,Ref1,114,112,3.6,F
2025,Ref1,101,95,3,F
2025,Ref1,78,77,3.1,N
2025,Ref1,102,89,3.4,F
2025,Ref1,98,97,3.8,N
2025,Ref1,118,111,3.6,F
2025,Ref1,80,79,2.8,N
2025,Ref1,94,85,3.7,F
2025,Ref1,118,115,3.4,F
2025,Ref1,86,77,2.7,F
2025,Ref1,113,99,3.4,F
2025,Ref1,79,63,2.7,N
2025,Ref1,56,56,4,N
2025,Ref1,92,89,2.4,N
2025,Ref1,112,109,3.2,F
2025,Ref1,105,98,2.9,F
2025,Ref1,111,107,3.8,F
2025,Ref1,133,132,4.6,N
2025,Ref2,124,119,4.3,N
2025,Ref2,36,36,3.8,N
2025,Ref2,103,102,4.8,N
2025,Ref2,30,29,3.2,N
2025,Ref2,106,105,4.8,N
2025,Ref2,138,134,4.7,N
2025,Ref2,36,36,5.2,C
2025,Ref2,110,107,3.3,N
2025,Ref2,23,23,2.8,N
2025,Ref2,73,72,3.1,N
2025,Ref2,119,110,3.4,C
2025,Ref2,97,96,2.9,N
2025,Ref2,84,77,3,N
2025,Ref2,98,95,3.2,N
2025,Ref2,105,95,2.7,N
2025,Ref2,87,85,2.3,N
2025,Ref2,72,65,2.5,N
2025,Ref2,87,40,3.5,C
2025,Ref2,100,85,3.6,F
2025,Ref2,85,84,3.1,N
2025,Ref2,54,45,2.1,C
2025,Ref2,117,115,3.2,N
2025,Ref2,65,65,0.9,N
2025,Ref2,63,63,4.2,N
2025,Ref2,0,0,0,N
2025,Ref2,0,0,0,N
2025,Ref2,0,0,0,N
2025,Ref2,0,0,0,N
2025,Ref2,0,0,0,N
2025,Ref2,0,0,0,N
2025,Ref3,90,65,3.7,F
2025,Ref3,95,95,3.8,C
2025,Ref3,100,99,3.2,N
2025,Ref3,77,68,2.7,C
2025,Ref3,80,48,2.7,F
2025,Ref3,88,62,2.2,F
2025,Ref3,44,44,3.2,N
2025,Ref3,115,112,3.7,F
2025,Ref3,55,52,3.7,N
2025,Ref3,67,67,1.8,N
2025,Ref3,94,92,3.4,F
2025,Ref3,98,81,3.4,F
2025,Ref3,96,96,3.9,C
2025,Ref3,99,90,3.6,F
2025,Ref3,111,111,3.6,N
2025,Ref3,41,33,3.6,N
2025,Ref3,90,87,4.2,F
2025,Ref3,122,119,3.2,F
2025,Ref3,85,80,2.4,N
2025,Ref3,94,92,3.9,N
2025,Ref3,125,120,4,F
2025,Ref3,97,90,2.7,F
2025,Ref3,113,111,4.6,N
2025,Ref3,108,93,3.5,N
2025,Ref3,118,117,4.7,N
2025,Ref3,125,117,4.9,N
2025,Ref3,109,101,3.6,F
2025,Ref3,96,94,3.6,N
2025,Ref3,123,121,3.2,N
2025,Ref3,124,122,3.9,F
2025,Ref4,129,127,3.7,N
2025,Ref4,124,122,4.7,N
2025,Ref4,128,125,5.8,N
2025,Ref4,97,97,4.9,N
2025,Ref4,85,79,2.6,N
2025,Ref4,99,96,2.6,N
2025,Ref4,110,107,4.2,N
2025,Ref4,72,72,4.9,N
2025,Ref4,129,124,4.2,F
2025,Ref4,74,72,3.8,N
2025,Ref4,85,84,3.5,N
2025,Ref4,103,97,2.7,F
2025,Ref4,111,107,3,F
2025,Ref4,117,111,4.1,F
2025,Ref4,102,99,2.5,N
2025,Ref4,102,89,3.3,F
2025,Ref4,105,97,2.9,F
2025,Ref4,109,93,3.2,F
2025,Ref4,90,84,2.9,F
2025,Ref4,125,116,3.5,F
2025,Ref4,132,97,3.8,F
2025,Ref4,125,113,2.6,F
2025,Ref4,85,82,2.5,F
2025,Ref4,127,118,3.7,F
2025,Ref4,130,128,4.5,C
2025,Ref4,138,131,4.7,N
2025,Ref4,131,129,4.2,N
2025,Ref4,87,84,3,C
2025,Ref4,128,122,3.6,F
2025,Ref4,104,102,3.2,C
2025,Ref5,54,54,2.7,C
2025,Ref5,100,98,3,N
2025,Ref5,123,121,4.1,N
2025,Ref5,92,91,5.8,N
2025,Ref5,133,131,5.1,N
2025,Ref5,105,92,3.3,F
2025,Ref5,90,80,3.1,F
2025,Ref5,123,120,4.7,F
2025,Ref5,114,105,3.4,C
2025,Ref5,63,63,3.3,N
2025,Ref5,113,95,3.9,F
2025,Ref5,90,32,3.5,F
2025,Ref5,70,59,2.6,F
2025,Ref5,120,116,3.2,N
2025,Ref5,106,99,3.6,C
2025,Ref5,103,102,3.1,C
2025,Ref5,53,53,2.7,N
2025,Ref5,88,87,3.2,N
2025,Ref5,87,78,2.8,F
2025,Ref5,73,71,2.3,N
2025,Ref5,77,77,2.3,C
2025,Ref5,66,65,3.5,N
2025,Ref5,94,90,2.7,F
2025,Ref5,113,110,3.8,F
2025,Ref5,73,72,3.4,N
2025,Ref5,83,70,2.7,N
2025,Ref5,50,50,3.9,N
2025,Ref5,105,101,3.1,N
2025,Ref5,72,72,4.8,N
2025,Ref5,72,71,4.7,N
2025,Ref6,113,111,3.8,N
2025,Ref6,72,65,2.2,C
2025,Ref6,96,95,3.2,N
2025,Ref6,96,95,3.9,N
2025,Ref6,85,75,2.3,N
2025,Ref6,76,76,2.6,N
2025,Ref6,46,42,2.7,C
2025,Ref6,100,92,3.4,N
2025,Ref6,51,50,2.8,C
2025,Ref6,111,111,3.1,C
2025,Ref6,102,95,3.3,N
2025,Ref6,98,91,3.1,N
2025,Ref6,96,91,4.1,N
2025,Ref6,92,91,3,N
2025,Ref6,93,92,3.4,N
2025,Ref6,95,73,2.7,N
2025,Ref6,60,57,4.4,N
2025,Ref6,113,111,3,N
2025,Ref6,105,103,3.2,F
2025,Ref6,103,100,3.5,N
2025,Ref6,110,105,3.6,F
2025,Ref6,79,63,3.1,C
2025,Ref6,100,98,3.9,N
