Year,Chamber,CO2,Nitrogen,Treatment,Core,Category,RootMass,C3RhizMass,C4RhizMass,PhragRhizMass,OtherMass
2011,6,0,1,2,B,1,0.281,0.171,0.212,0,-99
2011,6,0,1,2,C,1,0.259,0.512,0.023,0.914,-99
2011,6,0,1,2,D,0,0.022,0.136,0.071,0,-99
2011,6,0,1,2,E,0,0.177,1.265,0.276,0,-99
2011,6,0,1,2,F,0,0.02,0,0.119,0,-99
2011,7,1,1,4,A,1,0.545,0,0.049,0,-99
2011,7,1,1,4,B,1,0.114,0,0.175,2.363,-99
2011,7,1,1,4,C,1,0.33,0,0.01,0,-99
2011,7,1,1,4,D,0,0.041,0.251,0.01,0,-99
2011,7,1,1,4,E,0,0.23,0,0.692,0,-99
2011,7,1,1,4,F,0,0.163,0.371,0.511,0,-99
2011,8,0,0,1,A,1,0.181,0.298,0.374,0,-99
2011,8,0,0,1,B,1,0.139,0,0.229,0.702,-99
2011,8,0,0,1,C,1,0.319,0.461,0.3,0,-99
2011,8,0,0,1,D,0,0.168,0,0.454,0.923,-99
2011,8,0,0,1,E,0,0.083,0,0.061,0,-99
2011,8,0,0,1,F,0,0.438,0,0.463,0.377,-99
2011,9,1,1,4,A,1,0.082,0,0,0,-99
2011,9,1,1,4,B,1,0.419,0.329,0.151,0.777,-99
2011,9,1,1,4,C,1,0.185,0,0.201,0,-99
2011,9,1,1,4,D,0,0.131,0.739,0.025,0,-99
2011,9,1,1,4,E,0,0.402,0.256,0.834,0,-99
2011,9,1,1,4,F,0,0.383,1.542,0.319,0,-99
2011,10,1,0,3,A,1,0.26,0,0.053,0,-99
2011,10,1,0,3,B,1,0.626,0,0.178,0,-99
2011,10,1,0,3,C,1,0.153,0,0.09,0,-99
2011,10,1,0,3,D,0,0.042,0,0,0,-99
2011,10,1,0,3,E,0,0.499,1.871,0.314,0,-99
2011,10,1,0,3,F,0,0.085,0.178,0.023,0,-99
2011,11,0,0,1,A,1,0.051,0,0.052,0,-99
2011,11,0,0,1,B,1,0.128,0,0,0,-99
2011,11,0,0,1,C,1,0.184,0,0.312,0,-99
2011,11,0,0,1,D,0,0.034,0.119,0,0,-99
2011,11,0,0,1,E,0,0.065,0.3,0.156,0.072,-99
2011,11,0,0,1,F,0,0.073,0,0.027,0,-99
2011,12,0,1,2,A,1,0.155,0,0.095,0.938,-99
2011,12,0,1,2,B,1,0.042,0,0,0,-99
2011,12,0,1,2,C,1,0.255,0.898,0.582,0,-99
2011,12,0,1,2,D,0,0.004,0.048,0,0,-99
2011,12,0,1,2,E,0,0.126,0,0.284,0,-99
2011,12,0,1,2,F,0,0.057,0.575,0.183,0,-99
2012,1,0,0,1,A,1,0.087,0,0.042,0,-99
2012,1,0,0,1,B,1,0.052,0,0.103,0,-99
2012,1,0,0,1,C,1,0.288,0,0.272,0,-99
2012,1,0,0,1,D,0,0.103,0,0.256,0,-99
2012,1,0,0,1,E,0,0.141,0,0.039,0,-99
2012,1,0,0,1,F,0,0.394,0,0.211,0,-99
2012,2,1,0,3,A,1,0.331,0,0.148,0,-99
2012,2,1,0,3,B,1,0.225,0,0.225,0,-99
2012,2,1,0,3,C,1,0.189,0,0.384,0,-99
2012,2,1,0,3,D,0,0.353,0,0.105,0,-99
2012,2,1,0,3,E,0,0.218,0,0.167,0,-99
2012,2,1,0,3,F,0,0.445,0,0.485,0,-99
2012,3,0,1,2,A,1,0.154,0,0,0,-99
2012,3,0,1,2,B,1,0.242,0,0.029,0.862,-99
2012,3,0,1,2,C,1,0.115,0,0,0,-99
2012,3,0,1,2,D,0,0.108,0,0.175,0,-99
2012,3,0,1,2,E,0,0.149,0,0.196,0,-99
2012,3,0,1,2,F,0,0.051,0,0.088,0,-99
2012,4,1,1,4,A,1,0.224,0,0.017,0,-99
2012,4,1,1,4,B,1,0.971,0,0.298,0.93,-99
2012,4,1,1,4,C,1,0.33,0,0.109,0,-99
2012,4,1,1,4,D,0,0.446,0,0,0,-99
2012,4,1,1,4,E,0,0.328,0,0.099,3.375,-99
2012,4,1,1,4,F,0,0.479,0.621,0.158,3.947,-99
2012,5,1,0,3,A,1,0.078,1.069,0.104,0,-99
2012,5,1,0,3,B,1,0.035,0.408,0.032,0.521,-99
2012,5,1,0,3,C,1,0.163,0,0.225,2.713,-99
2012,5,1,0,3,D,0,0.144,0,0.104,0,-99
2012,5,1,0,3,E,0,0.044,0,0.538,0,-99
2012,5,1,0,3,F,0,0.146,1.666,0.196,0,-99
2012,6,0,1,2,A,1,0.264,0,0.05,0,-99
2012,6,0,1,2,B,1,0.873,0,0,3.322,-99
2012,6,0,1,2,C,1,0.069,0,0,0,-99
2012,6,0,1,2,D,0,0.013,0,0.059,0,-99
2012,6,0,1,2,E,0,0.13,0,0.136,0,-99
2012,6,0,1,2,F,0,0.027,0,0.05,3.3,-99
2012,7,1,1,4,A,1,0.942,0,0.012,5.085,-99
2012,7,1,1,4,B,1,0.169,1.253,0,0,-99
2012,7,1,1,4,C,1,0.078,0,0,0.293,-99
2012,7,1,1,4,D,0,0.162,0.03,0.042,0,-99
2012,7,1,1,4,E,0,0.562,0.959,0.243,0,-99
2012,7,1,1,4,F,0,0.165,2.234,0.177,0,-99
2012,8,0,0,1,A,1,0.064,0,0,1.084,-99
2012,8,0,0,1,B,1,0.071,0,0.207,0,-99
2012,8,0,0,1,C,1,0.045,0,0,0,-99
2012,8,0,0,1,D,0,0.168,1.36,0.055,0,-99
2012,8,0,0,1,E,0,0.067,0.063,0.007,0,-99
2012,8,0,0,1,F,0,0.084,0,0.466,0,-99
2012,9,1,1,4,A,1,0.312,0,0.491,1.392,-99
2012,9,1,1,4,B,1,0.365,1.502,0.185,1.336,-99
2012,9,1,1,4,C,1,0.18,0.06,0.034,0,-99
2012,9,1,1,4,D,0,0,0,0,0,-99
2012,9,1,1,4,E,0,0.113,0,0.063,1.164,-99
2012,9,1,1,4,F,0,0.269,1.172,0.139,0,-99
2012,10,1,0,3,A,1,0.272,0,0.023,0,-99
2012,10,1,0,3,B,1,0.43,0,0,0,-99
2012,10,1,0,3,C,1,0.265,0,0,0,-99
2012,10,1,0,3,D,0,0.188,0,0,0,-99
2012,10,1,0,3,E,0,0.114,0,0,0,-99
2012,10,1,0,3,F,0,0.072,0.758,0,0,-99
2012,11,0,0,1,A,1,0.057,0,0.013,0,-99
2012,11,0,0,1,B,1,0.041,0,0.056,0,-99
2012,11,0,0,1,C,1,0.095,0,0.364,0,-99
2012,11,0,0,1,D,0,0.01,0,0,0,-99
2012,11,0,0,1,E,0,0.074,0,0.302,0,-99
2012,11,0,0,1,F,0,0.053,0,0,0,-99
2012,12,0,1,2,A,1,0.104,0,0,2.915,-99
2012,12,0,1,2,B,1,0.007,0,0.045,1.672,-99
2012,12,0,1,2,C,1,0.004,0,0,0,-99
2012,12,0,1,2,D,0,0.042,0.264,0,0,-99
2012,12,0,1,2,E,0,0.022,0,0,0,-99
2012,12,0,1,2,F,0,0.059,0.377,0.157,0,-99
2013,1,0,0,1,A,1,0.137,0,0.052,0,0
2013,1,0,0,1,B,1,0.128,0,0.396,0,0
2013,1,0,0,1,C,1,0.332,0,0.194,0,0
2013,1,0,0,1,D,0,0.112,0,0,0,0
2013,1,0,0,1,E,0,0.246,0,0,0,0
2013,1,0,0,1,F,0,0.123,0,0.055,0,0
2013,2,1,0,3,A,1,0.246,0,0.034,0,0
2013,2,1,0,3,B,1,0.263,0,0.013,1.879,0
2013,2,1,0,3,C,1,0.147,0,0.095,0.618,0
2013,2,1,0,3,D,0,0.158,0,0,0,0
2013,2,1,0,3,E,0,0.115,0,0.34,0,0.106
2013,2,1,0,3,F,0,0.139,0,0.1,0,0.081
2013,3,0,1,2,A,1,0.284,0,0,0,0
2013,3,0,1,2,B,1,0.403,0,0,2.049,0
2013,3,0,1,2,C,1,0.133,0,0.015,0.647,0
2013,3,0,1,2,D,0,0.162,0,0.373,0,0
2013,3,0,1,2,E,0,0.12,0,0.67,0,0
2013,3,0,1,2,F,0,0.061,0,0.287,1.351,0
2013,4,1,1,4,A,1,0.14,0,0,0,0
2013,4,1,1,4,B,1,0.447,0,0.007,0,0
2013,4,1,1,4,C,1,0.261,0,0,0,0
2013,4,1,1,4,D,0,0.301,0,0.008,1.383,0
2013,4,1,1,4,E,0,0.379,0,0.162,0.118,0
2013,4,1,1,4,F,0,0.259,0,0.16,3.569,0
2013,5,1,0,3,A,1,0.091,0,0.011,0,0
2013,5,1,0,3,B,1,0.066,0,0,0,0
2013,5,1,0,3,C,1,0.16,0,0,0.638,0
2013,5,1,0,3,D,0,0.073,0,0.243,0,0
2013,5,1,0,3,E,0,0.053,0,0.124,0.715,0
2013,5,1,0,3,F,0,0.059,0,0.013,0,1.295
2013,6,0,1,2,A,1,0.153,0,0,0.198,0
2013,6,0,1,2,B,1,0.234,0,0,0,0
2013,6,0,1,2,C,1,0.119,0,0,0,0
2013,6,0,1,2,D,0,0.093,0,0.06,0,0
2013,6,0,1,2,E,0,0.035,0,0,0,0
2013,6,0,1,2,F,0,0.071,0,0.168,0,0
2013,7,1,1,4,A,1,0.17,0,0,0.128,0
2013,7,1,1,4,B,1,0.107,0,0.008,1.49,0
2013,7,1,1,4,C,1,0.544,0,0,1.465,0
2013,7,1,1,4,D,0,0.233,0,0.016,5.157,0
2013,7,1,1,4,E,0,0.814,1.74,0.012,0,0.467
2013,7,1,1,4,F,0,0.069,0.106,0.031,0,0
2013,8,0,0,1,A,1,0.12,0,0.529,0,0
2013,8,0,0,1,B,1,0.118,0,0.23,0,0
2013,8,0,0,1,C,1,0.153,0.741,0.193,0,0
2013,8,0,0,1,D,0,0.123,0.903,0.128,0,0
2013,8,0,0,1,E,0,0.119,0.654,0.167,0,0
2013,8,0,0,1,F,0,0.071,0.01,0.203,0,0
2013,9,1,1,4,A,1,0.13,0,0.117,0,0
2013,9,1,1,4,B,1,0.09,0.8,0.007,0,0
2013,9,1,1,4,C,1,0.141,0,0.055,3.561,0
2013,9,1,1,4,D,0,0.155,0.289,0,1.362,0
2013,9,1,1,4,E,0,0.183,0,0,1.622,0
2013,9,1,1,4,F,0,0.125,0,0.185,0,0.186
2013,10,1,0,3,A,1,0.109,0,0.102,0.935,0
2013,10,1,0,3,B,1,0.388,0,0,1.092,0
2013,10,1,0,3,C,1,0.286,0,0.067,0,0
2013,10,1,0,3,D,0,0.148,1.173,0,0,0.052
2013,10,1,0,3,E,0,0.197,0,0.051,0,0
2013,10,1,0,3,F,0,0.129,0.623,0.059,0,0
2013,11,0,0,1,A,1,0.134,1.058,0.072,0,0
2013,11,0,0,1,B,1,0.086,0.331,0.159,0,0
2013,11,0,0,1,C,1,0.039,0,0.443,0,0
2013,11,0,0,1,D,0,0.022,0,0,0,0
2013,11,0,0,1,E,0,0.045,1.069,0.106,0,0
2013,11,0,0,1,F,0,0.199,1.017,0.232,0,0
2013,12,0,1,2,A,1,0.214,0,0,5.939,0
2013,12,0,1,2,B,1,0.056,0,0,0.529,0
2013,12,0,1,2,C,1,0.038,0,0,0,0
2013,12,0,1,2,D,0,0.356,0,0.083,2.81,0.322
2013,12,0,1,2,E,0,0.033,0,0.033,0,0
2013,12,0,1,2,F,0,0.005,0,0.116,0,0
2014,1,0,0,1,A,1,0.071,0,0.171,0,0
2014,1,0,0,1,B,1,0.125,0,0.018,0,0
2014,1,0,0,1,C,1,0.289,0,0,0.041,0
2014,1,0,0,1,D,0,0.121,0,0,0,0
2014,1,0,0,1,E,0,0.134,0,0.105,0,0
2014,1,0,0,1,F,0,0.104,0,0.035,0,0
2014,2,1,0,3,A,1,0.059,0,0.074,0.224,0
2014,2,1,0,3,B,1,0.025,0,0.053,0,0
2014,2,1,0,3,C,1,0.077,0,0.058,0,0.063
2014,2,1,0,3,D,0,0.037,0,0.061,0,0
2014,2,1,0,3,E,0,0.069,0,0,0,0
2014,2,1,0,3,F,0,0.427,0,0.098,0,0
2014,3,0,1,2,A,1,0.336,0,0,0.979,0
2014,3,0,1,2,B,1,0.164,0,0.126,1.534,0
2014,3,0,1,2,C,1,0.026,0,0,0,0
2014,3,0,1,2,D,0,0.262,0,0.119,0.557,0
2014,3,0,1,2,E,0,0.214,0,0,2.546,0.26
2014,3,0,1,2,F,0,0.14,0,0.45,0,0
2014,4,1,1,4,A,1,0.132,0,0,0,0
2014,4,1,1,4,B,1,0.846,0,0,1.497,0
2014,4,1,1,4,C,1,0.587,0,0,0,0
2014,4,1,1,4,D,0,0.825,0,0,1.859,0
2014,4,1,1,4,E,0,0.28,0,0.042,1.658,0
2014,4,1,1,4,F,0,0.898,0,0.249,0,0.238
2014,5,1,0,3,A,1,0.071,0,0.135,0,0
2014,5,1,0,3,B,1,0.123,0,0.052,0,0
2014,5,1,0,3,C,1,0.214,0,0,0,0
2014,5,1,0,3,D,0,0.063,0,0,1.349,0
2014,5,1,0,3,E,0,0.343,1.632,0.068,1.444,0
2014,5,1,0,3,F,0,0.37,0,0.485,0,0
2014,6,0,1,2,A,1,0.097,0,0,0,0
2014,6,0,1,2,B,1,0.506,0,0,0,0.263
2014,6,0,1,2,C,1,0.075,0,0,0,0
2014,6,0,1,2,D,0,0.045,0,0,0,0
2014,6,0,1,2,E,0,0.119,0,0,0,0.058
2014,6,0,1,2,F,0,0.162,0,0,0,0
2014,7,1,1,4,A,1,0.151,0,0,2.638,0.898
2014,7,1,1,4,B,1,0.54,0,0,0,0
2014,7,1,1,4,C,1,0.295,0,0,2.334,0
2014,7,1,1,4,D,0,0.192,0,0.024,3.51,0
2014,7,1,1,4,E,0,1.181,0.184,0.193,0,0.614
2014,7,1,1,4,F,0,0.271,0,0.076,0,0
2014,8,0,0,1,A,1,0.154,0.227,0.027,0,0
2014,8,0,0,1,B,1,0.044,0,0,0,0
2014,8,0,0,1,C,1,0.165,0,0.055,0,0
2014,8,0,0,1,D,0,0.169,2.035,0.002,0,0
2014,8,0,0,1,E,0,0.097,0,0.065,0,0
2014,8,0,0,1,F,0,0.116,0.701,0.183,0,0
2014,9,1,1,4,A,1,0.177,2.172,0.003,0,0
2014,9,1,1,4,B,1,0.207,1.861,0,0,0
2014,9,1,1,4,C,1,0.054,0.269,0.029,0,0
2014,9,1,1,4,D,0,0.074,0,0.061,0,0
2014,9,1,1,4,E,0,0.442,1.92,0.3,0,0
2014,9,1,1,4,F,0,0.06,1.004,0.251,0,0
2014,10,1,0,3,A,1,0.172,0,0.005,0.897,0
2014,10,1,0,3,B,1,0.137,0,0,0,0
2014,10,1,0,3,C,1,0.073,0,0.075,0,0
2014,10,1,0,3,D,0,0.248,0,0.048,0,0
2014,10,1,0,3,E,0,0.196,0.208,0.063,0,0
2014,10,1,0,3,F,0,0.562,5.244,0.172,0,0
2014,11,0,0,1,A,1,0.19,0.018,0.013,0,0
2014,11,0,0,1,B,1,0.222,1.189,0.027,0,0
2014,11,0,0,1,C,1,0.251,2.217,0.146,0,0
2014,11,0,0,1,D,0,0.075,0,0,0,0
2014,11,0,0,1,E,0,0.119,0.783,0,0,0
2014,11,0,0,1,F,0,0.061,0.038,0.081,0,0
2014,12,0,1,2,A,1,0.128,0,0,0,0
2014,12,0,1,2,B,1,0.281,0,0,0,0
2014,12,0,1,2,C,1,0.002,0,0.118,0,0
2014,12,0,1,2,D,0,0.416,0,0,0.776,0
2014,12,0,1,2,E,0,0.004,0.011,0.085,0,0
2014,12,0,1,2,F,0,0.064,0.334,0.182,0,0
2015,1,0,0,1,A,1,0.285,0,0.295,0,0
2015,1,0,0,1,B,1,0.166,0,0.174,0,0
2015,1,0,0,1,C,1,0.496,0,0.198,0.95,0
2015,1,0,0,1,D,0,0.461,0,0.716,0.26,0
2015,1,0,0,1,E,0,0.29,0,0.577,0,0.003
2015,1,0,0,1,F,0,0.428,0,0.364,0,0
2015,2,1,0,3,A,1,0.166,0,0.284,0.767,0
2015,2,1,0,3,B,1,0.229,0,0.101,0,0
2015,2,1,0,3,C,1,0.226,0,0.134,0,0
2015,2,1,0,3,D,0,0.25,0,0.259,0,0
2015,2,1,0,3,E,0,0.254,0,0,0,0
2015,2,1,0,3,F,0,0.574,0,0.455,0,0
2015,3,0,1,2,A,1,0.078,0,0.077,0.725,0
2015,3,0,1,2,B,1,0.049,0,0.033,0,0
2015,3,0,1,2,C,1,0.054,0,0,0,0
2015,3,0,1,2,D,0,0.129,0,0,0,0
2015,3,0,1,2,E,0,0.136,0,0.286,0,0
2015,3,0,1,2,F,0,0.115,0,0.135,0,0
2015,4,1,1,4,A,1,0.416,0,0.005,0,0
2015,4,1,1,4,B,1,0.099,0,0,0,0
2015,4,1,1,4,C,1,0.271,0,0,0,0
2015,4,1,1,4,D,0,0.325,0,0.211,0,0
2015,4,1,1,4,E,0,0.232,0,0.224,0,0
2015,4,1,1,4,F,0,0.446,0,0,0,0
2015,5,1,0,3,A,1,0.285,0,0,0,0
2015,5,1,0,3,B,1,0.102,0,0.186,6.161,0
2015,5,1,0,3,C,1,0.311,0,0.294,0,0
2015,5,1,0,3,D,0,0.096,0,0.088,0,0
2015,5,1,0,3,E,0,0.131,0,0.068,0,0
2015,5,1,0,3,F,0,0.143,0,0.077,0,0
2015,6,0,1,2,A,1,0.189,0,0,0,0
2015,6,0,1,2,B,1,0.153,0,0,0,0
2015,6,0,1,2,C,1,0.12,0,0,0,0
2015,6,0,1,2,D,0,0.17,0,0,1.059,0
2015,6,0,1,2,E,0,0.101,0,0,0,0
2015,6,0,1,2,F,0,0.035,0,0.001,0,0
2015,7,1,1,4,A,1,0.202,0,0,0,0
2015,7,1,1,4,B,1,0.041,0,0,0,0
2015,7,1,1,4,C,1,0.198,0,0,0,0
2015,7,1,1,4,D,0,0.339,0,0,0.886,0
2015,7,1,1,4,E,0,0.147,0,0.034,0,0
2015,7,1,1,4,F,0,0.184,0,0.171,0,0
2015,8,0,0,1,A,1,0.127,0.772,0.077,0,0
2015,8,0,0,1,B,1,0.004,0,0.054,0,0
2015,8,0,0,1,C,1,0.187,0.543,0.121,0,0
2015,8,0,0,1,D,0,0.141,0,0.186,0,0
2015,8,0,0,1,E,0,0.184,1.736,0.085,0,0
2015,8,0,0,1,F,0,0.07,0,0,0,0
2015,9,1,1,4,A,1,0.116,0,0.059,0,0
2015,9,1,1,4,B,1,0.278,0,0.115,0,0.022
2015,9,1,1,4,C,1,0.145,0,0.019,0,0
2015,9,1,1,4,D,0,0.178,0,0.003,0,0
2015,9,1,1,4,E,0,0.173,0,0.05,0,0
2015,9,1,1,4,F,0,0.273,0,0.485,0,0
2015,10,1,0,3,A,1,0.221,0,0,0,0
2015,10,1,0,3,B,1,0.087,0,0,0,0
2015,10,1,0,3,C,1,0.076,0,0.004,0,0
2015,10,1,0,3,D,0,0.108,0,0.079,0,0
2015,10,1,0,3,E,0,0.209,0,0,0,0
2015,10,1,0,3,F,0,0.266,0,0.026,0,0
2015,11,0,0,1,A,1,0.084,0,0.051,0,0
2015,11,0,0,1,B,1,0.3,1.264,0,0,0
2015,11,0,0,1,C,1,0.094,0,0,0,0
2015,11,0,0,1,D,0,0.223,2.956,0,0,0
2015,11,0,0,1,E,0,0.063,0,0.067,0,0
2015,11,0,0,1,F,0,0.151,0,0.037,0,0
2015,12,0,1,2,A,1,0.046,0,0.011,0,0
2015,12,0,1,2,B,1,0.052,0,0.004,0,0
2015,12,0,1,2,C,1,0.069,0,0.173,0,0
2015,12,0,1,2,D,0,0.019,0,0,0,0
2015,12,0,1,2,E,0,0.192,0,0.381,0,0
2015,12,0,1,2,F,0,0.436,0,0.59,0.678,0
2016,1,0,0,1,A,1,0.142,0,0.463,0.906,0
2016,1,0,0,1,B,1,0.154,0,0.34,0,0
2016,1,0,0,1,C,1,0.149,0,0.029,0,0
2016,1,0,0,1,D,0,0.161,0,0.651,0,0
2016,1,0,0,1,E,0,0.21,0,0.081,0,0
2016,1,0,0,1,F,0,0.187,0,0.301,0,0
2016,2,1,0,3,A,1,0.2,0,0.7,0,0
2016,2,1,0,3,B,1,0.167,0,0.175,0,0
2016,2,1,0,3,C,1,0.159,0,0.864,0,0
2016,2,1,0,3,D,0,0.032,0,0,0,0
2016,2,1,0,3,E,0,0.054,0,0.012,0,0
2016,2,1,0,3,F,0,0.208,0,0.055,0,0
2016,3,0,1,2,A,1,0.133,0,0.272,0,0
2016,3,0,1,2,B,1,0.241,0,0.021,0,0
2016,3,0,1,2,C,1,0.052,0,0,0,0
2016,3,0,1,2,D,0,0.061,0,0,1.03,0
2016,3,0,1,2,E,0,0.059,0,0.3,0,0
2016,3,0,1,2,F,0,0.156,0,0,0,0
2016,4,1,1,4,A,1,0.022,0,0,0,0
2016,4,1,1,4,B,1,0.099,0,0,0,0
2016,4,1,1,4,C,1,0.102,0,0,0,0
2016,4,1,1,4,D,0,0.484,0,0.112,0.093,0
2016,4,1,1,4,E,0,0.081,0,0.106,0,0
2016,4,1,1,4,F,0,0.277,0,0.207,0,0
2016,5,1,0,3,A,1,0.077,0,0,0,0
2016,5,1,0,3,B,1,0.133,0,0,0,0
2016,5,1,0,3,C,1,0.048,0,0.212,0,0
2016,5,1,0,3,D,0,0.019,0,0.075,0,0
2016,5,1,0,3,E,0,0.016,0,0,0,0
2016,5,1,0,3,F,0,0.042,0,0.274,0,0
2016,6,0,1,2,A,1,0.089,0,0,0,0
2016,6,0,1,2,B,1,0.155,0,0,0,0
2016,6,0,1,2,C,1,0.229,0,0,0,0
2016,6,0,1,2,D,0,0.24,0,0,0,0
2016,6,0,1,2,E,0,0.033,0,0.255,0.77,0
2016,6,0,1,2,F,0,0.016,0,0.047,0,0
2016,7,1,1,4,A,1,0.103,0,0,0,0
2016,7,1,1,4,B,1,0.254,0,0.081,0,0
2016,7,1,1,4,C,1,0.282,0,0,0.438,0
2016,7,1,1,4,D,0,0.024,0,0,0,0
2016,7,1,1,4,E,0,0.378,0,0,0.733,0
2016,7,1,1,4,F,0,0.034,0,0.127,0,0
2016,8,0,0,1,A,1,0.112,0,0.156,0,0
2016,8,0,0,1,B,1,0.037,0,0.042,0,0
2016,8,0,0,1,C,1,0.099,0,0.186,0,0
2016,8,0,0,1,D,0,0.142,0,0.107,0,0
2016,8,0,0,1,E,0,0.175,1.07,0,0,0
2016,8,0,0,1,F,0,0,0,0,0,0
2016,9,1,1,4,A,1,0.104,0,0.044,0.127,0
2016,9,1,1,4,B,1,0.114,0.101,0.527,0,0
2016,9,1,1,4,C,1,0.264,2.323,0.403,0,0
2016,9,1,1,4,D,0,0.046,0,0.042,0,0
2016,9,1,1,4,E,0,0.177,0,0,0,0
2016,9,1,1,4,F,0,0.192,0,0.176,0,0
2016,10,1,0,3,A,1,0.818,1.341,0.156,1.728,0
2016,10,1,0,3,B,1,0.164,0,0.065,0,0
2016,10,1,0,3,C,1,1.32,0,0,0,0
2016,10,1,0,3,D,0,0.172,0.307,0,0,0
2016,10,1,0,3,E,0,0.204,1.254,0.206,0,0
2016,10,1,0,3,F,0,1.24,0,0.078,0,0
2016,11,0,0,1,A,1,0.087,0,0.05,0,0
2016,11,0,0,1,B,1,0.1,0,0,0,0
2016,11,0,0,1,C,1,0.134,1.317,0.031,0,0
2016,11,0,0,1,D,0,0.047,0,0.285,0,0
2016,11,0,0,1,E,0,0.045,0,0.236,0.531,0
2016,11,0,0,1,F,0,0.088,0,0,0,0
2016,12,0,1,2,A,1,0.083,0,0.49,0,0
2016,12,0,1,2,B,1,0.081,0,0,0,0
2016,12,0,1,2,C,1,0.092,0,0.056,0,0
2016,12,0,1,2,D,0,0.216,0,0.35,0,0
2016,12,0,1,2,E,0,0.015,0,0,0,0
2016,12,0,1,2,F,0,0.132,0,0.566,0,0
2017,1,0,0,1,A,1,0.114,0,0.072,0,0
2017,1,0,0,1,B,1,0.107,0,0.195,0,0
2017,1,0,0,1,C,1,0.288,0,0.048,0.136,0
2017,1,0,0,1,D,0,0.086,0,0.005,0,0
2017,1,0,0,1,E,0,0.144,0,0,0,0
2017,1,0,0,1,F,0,0.552,0,0.144,0,0
2017,2,1,0,3,A,1,0.276,0,0.037,0,0
2017,2,1,0,3,B,1,0.247,0,0.135,0,0.226
2017,2,1,0,3,C,1,0.251,0,0.347,1.967,0
2017,2,1,0,3,D,0,0.266,0,0.276,0,0
2017,2,1,0,3,E,0,0.276,0,0.043,0,0
2017,2,1,0,3,F,0,0.584,0,0.564,0,0
2017,3,0,1,2,A,1,0.503,0,0,0.186,0
2017,3,0,1,2,B,1,0.128,0,0,0,0
2017,3,0,1,2,C,1,0.034,0,0,0,0
2017,3,0,1,2,D,0,0.109,0,0,0,0
2017,3,0,1,2,E,0,0.112,0,0.347,0,0
2017,3,0,1,2,F,0,0.151,0,0.018,2.374,0
2017,4,1,1,4,A,1,0.055,0,0,0,0
2017,4,1,1,4,B,1,0.306,0,0.105,1.307,0
2017,4,1,1,4,C,1,0.12,0,0,0,0
2017,4,1,1,4,D,0,0.375,0,0,0,0
2017,4,1,1,4,E,0,0.156,0,0.075,0,0
2017,4,1,1,4,F,0,0.444,0,0.316,1.327,0
2017,5,1,0,3,A,1,0.224,0,0,0,0
2017,5,1,0,3,B,1,0.461,0,0.031,1.039,0
2017,5,1,0,3,C,1,0.171,0,0.005,0,0
2017,5,1,0,3,D,0,0.172,0.79,0,0,0
2017,5,1,0,3,E,0,0.042,0,0,0,0
2017,5,1,0,3,F,0,0.305,0,0.144,0,0.26
2017,6,0,1,2,A,1,0.851,0,0,1.617,0
2017,6,0,1,2,B,1,0.757,0,0,0,0
2017,6,0,1,2,C,1,0.173,0,0,0,0
2017,6,0,1,2,D,0,0.385,0,0.036,0,0
2017,6,0,1,2,E,0,0.216,0,0.021,2.408,0
2017,6,0,1,2,F,0,0.04,0,0,0,0.131
2017,7,1,1,4,A,1,0.482,0,0,0,0
