"Year","Month","Sample_Date","SampleID","Plot","Depth","Temperature","CO2","Vegetation","H2S","pH","CH4","NH4","SO4","Cl","Salinity"
2016,"May",24,"323-20",323,20,3,0,3,0.992388209,6.43,16.74359431,-99,6.587370762,136.4802678,8.742699467
2016,"May",24,"323-40",323,40,3,0,3,1.430386148,6.53,27.74551612,-99,5.568459357,149.4436078,9.573107043
2016,"May",24,"323-60",323,60,3,0,3,1.352156251,6.8,5.49001771,-99,-99,-99,-99
2016,"May",24,"323-80",323,80,3,0,3,1.962690781,6.63,28.74504639,-99,3.685103745,140.7430256,9.015763846
2016,"May",24,"323-100",323,100,3,0,3,2.076243558,6.6,25.72518898,-99,-99,-99,-99
2016,"May",24,"323-120",323,120,3,0,3,2.061697745,6.63,28.02198194,-99,2.953959009,130.3916558,8.352674249
2016,"May",-99,"330-10",330,10,0,0,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",25,"330-20",330,20,0,0,3,0.631242056,6.59,18.38489617,-99,4.307549342,117.9529544,7.555874043
2016,"May",25,"330-40",330,40,0,0,3,0.72347901,6.49,18.16346677,-99,4.335010177,137.8746278,8.832019591
2016,"May",25,"330-60",330,60,0,0,3,0.707219565,6.61,16.80248609,-99,-99,-99,-99
2016,"May",25,"330-80",330,80,0,0,3,1.040812809,6.52,36.26667009,-99,3.304942808,125.1845488,8.019116603
2016,"May",25,"330-100",330,100,0,0,3,1.08099929,6.58,44.36234485,-99,-99,-99,-99
2016,"May",25,"330-120",330,120,0,0,3,1.064741782,6.59,53.92701462,-99,2.111254629,120.6878078,7.731063695
2016,"May",-99,"331-10",331,10,1,0,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",25,"331-20",331,20,1,0,3,0.403694763,6.47,16.7106739,-99,-99,-99,-99
2016,"May",25,"331-40",331,40,1,0,3,0.55076447,6.59,18.40649903,-99,-99,-99,-99
2016,"May",25,"331-80",331,80,1,0,3,0.8810091,6.65,49.94668621,-99,-99,-99,-99
2016,"May",25,"331-120",331,120,1,0,3,1.122737399,6.65,115.1063366,-99,-99,-99,-99
2016,"May",-99,"332-10",332,10,2,0,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",25,"332-20",332,20,2,0,3,0.442119621,6.46,15.76014771,-99,-99,-99,-99
2016,"May",25,"332-40",332,40,2,0,3,0.554953343,6.58,21.72793998,-99,-99,-99,-99
2016,"May",25,"332-80",332,80,2,0,3,0.8810091,6.71,39.71772824,-99,-99,-99,-99
2016,"May",25,"332-120",332,120,2,0,3,0.8944612,6.75,86.77417531,-99,-99,-99,-99
2016,"May",-99,"333-10",333,10,3,0,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",25,"333-20",333,20,3,0,3,0.499101283,6.44,28.36002043,-99,4.236608851,97.78102553,6.2636976
2016,"May",25,"333-40",333,40,3,0,3,0.734525788,6.46,31.25480473,-99,5.507816679,154.8168036,9.917304028
2016,"May",25,"333-60",333,60,3,0,3,0.768688501,6.66,26.24293937,-99,-99,-99,-99
2016,"May",25,"333-80",333,80,3,0,3,1.025159678,6.61,65.67897477,-99,2.78347299,130.7855555,8.377906735
2016,"May",25,"333-100",333,100,3,0,3,1.105852177,6.63,117.5096556,-99,-99,-99,-99
2016,"May",25,"333-120",333,120,3,0,3,1.105852177,6.59,198.4339989,-99,1.23708471,109.8078718,7.034115121
2016,"May",-99,"440-10",440,10,0,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",26,"440-20",440,20,0,0,4,0.346619808,6.36,30.53268549,-99,3.00945278,82.37517078,5.276827046
2016,"May",26,"440-40",440,40,0,0,4,0.807675464,6.57,36.07213004,-99,3.232572065,120.2232082,7.701302302
2016,"May",26,"440-60",440,60,0,0,4,1.254283736,6.72,261.441577,-99,-99,-99,-99
2016,"May",26,"440-80",440,80,0,0,4,1.419577907,6.79,113.1583958,-99,0.773111016,119.9718306,7.685199519
2016,"May",26,"440-100",440,100,0,0,4,1.552345487,6.72,752.5925385,-99,-99,-99,-99
2016,"May",26,"440-120",440,120,0,0,4,1.573845509,6.7,422.490313,-99,0.418980662,88.18715517,5.649132014
2016,"May",-99,"441-10",441,10,1,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",26,"441-20",441,20,1,0,4,0.368752606,6.47,28.25853372,-99,-99,-99,-99
2016,"May",26,"441-40",441,40,1,0,4,0.847510124,6.55,131.0677181,-99,-99,-99,-99
2016,"May",26,"441-80",441,80,1,0,4,1.147008507,6.6,130.9325534,-99,-99,-99,-99
2016,"May",26,"441-120",441,120,1,0,4,1.162894602,6.62,403.9276946,-99,-99,-99,-99
2016,"May",-99,"442-10",442,10,2,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",26,"442-20",442,20,2,0,4,0.247455633,6.33,7.8215709,-99,-99,-99,-99
2016,"May",26,"442-40",442,40,2,0,4,0.652595835,6.61,30.00975219,-99,-99,-99,-99
2016,"May",26,"442-80",442,80,2,0,4,0.985951988,6.61,247.4820676,-99,-99,-99,-99
2016,"May",26,"442-120",442,120,2,0,4,1.06343562,6.69,122.890254,-99,-99,-99,-99
2016,"May",-99,"443-10",443,10,3,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",26,"443-20",443,20,3,0,4,0.406023441,6.38,13.73801387,-99,4.660173062,120.6457648,7.728370497
2016,"May",26,"443-40",443,40,3,0,4,0.634887631,6.48,16.59590513,-99,3.783519443,114.0077272,7.303150093
2016,"May",26,"443-60",443,60,3,0,4,0.699057462,6.66,17.67217482,-99,-99,-99,-99
2016,"May",26,"443-80",443,80,3,0,4,0.85335896,6.54,37.89631595,-99,2.401802641,108.6975208,6.962988089
2016,"May",26,"443-100",443,100,3,0,4,0.959198157,6.58,30.3198638,-99,-99,-99,-99
2016,"May",26,"443-120",443,120,3,0,4,0.914113938,6.64,39.31918096,-99,2.18501753,110.8558051,7.101243789
2016,"May",-99,"450-10",450,10,0,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",26,"450-20",450,20,0,0,4,0.314801917,6.41,10.78891331,-99,2.671630917,92.89431944,5.950664249
2016,"May",26,"450-40",450,40,0,0,4,0.64368084,6.57,114.1420944,-99,2.963944883,117.3518943,7.517371249
2016,"May",26,"450-60",450,60,0,0,4,0.830203044,6.63,154.1733721,-99,-99,-99,-99
2016,"May",26,"450-80",450,80,0,0,4,1.041719106,6.85,280.5298359,-99,0.068479921,97.60990798,6.252736127
2016,"May",26,"450-100",450,100,0,0,4,0.985951988,6.85,230.661572,-99,-99,-99,-99
2016,"May",26,"450-120",450,120,0,0,4,0.907848694,6.93,256.177663,-99,0.107685739,97.97986764,6.276435058
2016,"May",-99,"451-10",451,10,1,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",26,"451-20",451,20,1,0,4,0.46589523,6.46,10.70986526,-99,-99,-99,-99
2016,"May",26,"451-40",451,40,1,0,4,0.889309434,6.6,25.52833547,-99,-99,-99,-99
2016,"May",26,"451-80",451,80,1,0,4,1.100640507,6.85,34.169649,-99,-99,-99,-99
2016,"May",26,"451-120",451,120,1,0,4,1.187137238,6.7,203.7713065,-99,-99,-99,-99
2016,"May",-99,"452-10",452,10,2,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",27,"452-20",452,20,2,0,4,0.733325697,6.6,5.432406821,-99,-99,-99,-99
2016,"May",27,"452-40",452,40,2,0,4,0.997754952,6.68,11.8018117,-99,-99,-99,-99
2016,"May",27,"452-80",452,80,2,0,4,1.734301587,6.75,30.89336125,-99,-99,-99,-99
2016,"May",27,"452-120",452,120,2,0,4,1.899480625,6.74,31.68414631,-99,-99,-99,-99
2016,"May",-99,"453-10",453,10,3,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",27,"453-20",453,20,3,0,4,0.688562958,6.59,4.964672745,-99,2.964521439,96.11889231,6.157224421
2016,"May",27,"453-40",453,40,3,0,4,0.990796907,6.61,14.58155198,-99,3.679451059,117.5430215,7.529614504
2016,"May",27,"453-60",453,60,3,0,4,1.698270526,6.66,29.10019546,-99,-99,-99,-99
2016,"May",27,"453-80",453,80,3,0,4,1.662988029,6.81,22.90744073,-99,1.615956615,102.1801951,6.545500267
2016,"May",27,"453-100",453,100,3,0,4,2.37624305,6.68,34.20638503,-99,-99,-99,-99
2016,"May",27,"453-120",453,120,3,0,4,1.734301587,6.81,38.8392855,-99,1.396288723,107.0567329,6.857882254
2016,"May",-99,"460-10",460,10,0,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",27,"460-20",460,20,0,0,4,0.688562958,6.54,21.86753789,-99,2.788671814,91.95880211,5.890736739
2016,"May",27,"460-40",460,40,0,0,4,1.539775396,6.77,73.44078331,-99,0.839912043,109.0462441,6.985326659
2016,"May",27,"460-60",460,60,0,0,4,1.455939665,6.97,36.05784855,-99,-99,-99,-99
2016,"May",27,"460-80",460,80,0,0,4,1.320060639,6.95,184.8395693,-99,0.039613225,100.7707718,6.455215214
2016,"May",27,"460-100",460,100,0,0,4,1.860017879,6.81,199.7977995,-99,-99,-99,-99
2016,"May",27,"460-120",460,120,0,0,4,2.037170439,6.74,229.0569405,-99,0,101.9946565,6.533615003
2016,"May",-99,"461-10",461,10,1,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",27,"461-20",461,20,1,0,4,0.550411709,6.51,6.075680051,-99,-99,-99,-99
2016,"May",27,"461-40",461,40,1,0,4,1.292635659,6.56,16.77468041,-99,-99,-99,-99
2016,"May",27,"461-80",461,80,1,0,4,1.594606847,6.78,36.83947235,-99,-99,-99,-99
2016,"May",27,"461-120",461,120,1,0,4,1.994847112,6.74,48.33623808,-99,-99,-99,-99
2016,"May",-99,"462-10",462,10,2,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",27,"462-20",462,20,2,0,4,0.743661679,6.52,8.788759891,-99,-99,-99,-99
2016,"May",27,"462-40",462,40,2,0,4,1.239483169,6.78,17.92790599,-99,-99,-99,-99
2016,"May",27,"462-80",462,80,2,0,4,1.56147802,6.73,37.46608047,-99,-99,-99,-99
2016,"May",27,"462-120",462,120,2,0,4,1.710196928,6.68,30.80772043,-99,-99,-99,-99
2016,"May",-99,"463-10",463,10,3,0,4,-99,-99,-99,-99,-99,-99,-99
2016,"May",27,"463-20",463,20,3,0,4,0.728211702,6.53,17.60793588,-99,3.622948557,105.969208,6.78821742
2016,"May",27,"463-40",463,40,3,0,4,1.047848848,6.59,31.34665223,-99,3.419424238,108.8104087,6.970219485
2016,"May",27,"463-60",463,60,3,0,4,1.507785723,6.81,32.02123319,-99,-99,-99,-99
2016,"May",27,"463-80",463,80,3,0,4,1.926253175,6.72,83.8989037,-99,1.254455912,100.4868752,6.437029327
2016,"May",27,"463-100",463,100,3,0,4,1.821374993,6.67,50.60314733,-99,-99,-99,-99
2016,"May",27,"463-120",463,120,3,0,4,1.758745993,6.8,37.5927353,-99,1.053814373,85.91761793,5.503749657
2016,"May",-99,"610-10",610,10,0,1,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",23,"610-20",610,20,0,1,3,0.196208052,6.53,17.00547815,-99,5.596492293,136.6996621,8.756753458
2016,"May",23,"610-40",610,40,0,1,3,0.350862247,6.59,17.91301118,-99,5.930599121,153.2670159,9.818027496
2016,"May",23,"610-60",610,60,0,1,3,0.278931293,6.78,15.21329107,-99,-99,-99,-99
2016,"May",23,"610-80",610,80,0,1,3,0.421549095,6.89,14.37439499,-99,2.915056159,124.3496161,7.965632359
2016,"May",23,"610-100",610,100,0,1,3,0.530258405,6.71,26.00454517,-99,-99,-99,-99
2016,"May",23,"610-120",610,120,0,1,3,0.617893787,6.72,46.67189403,-99,2.80635702,130.4444003,8.356052958
2016,"May",-99,"613-10",613,10,3,1,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",23,"613-20",613,20,3,1,3,0.462065902,6.56,58.33254952,-99,6.137699586,144.9289113,9.283903937
2016,"May",23,"613-40",613,40,3,1,3,0.613186401,6.81,61.47459665,-99,4.256632377,138.4694052,8.870119926
2016,"May",23,"613-60",613,60,3,1,3,0.590181984,7.02,20.23904121,-99,-99,-99,-99
2016,"May",23,"613-80",613,80,3,1,3,0.720012598,6.92,52.31537674,-99,2.007704397,134.255464,8.600182649
2016,"May",23,"613-100",613,100,3,1,3,0.839008502,6.86,109.3755628,-99,-99,-99,-99
2016,"May",23,"613-120",613,120,3,1,3,0.819978418,6.95,98.25637655,-99,1.398417116,131.2883107,8.410112301
2016,"May",-99,"620-10",620,10,0,1,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",24,"620-20",620,20,0,1,3,0.938113056,6.68,17.09803766,-99,5.839635104,145.2509888,9.304535628
2016,"May",24,"620-40",620,40,0,1,3,1.102760304,6.48,12.94396152,-99,4.435127806,143.0806127,9.16550535
2016,"May",24,"620-60",620,60,0,1,3,1.158388501,6.84,10.33525841,-99,-99,-99,-99
2016,"May",24,"620-80",620,80,0,1,3,1.681431736,6.75,12.31305234,-99,2.27573359,138.3987052,8.865591018
2016,"May",24,"620-100",620,100,0,1,3,1.681431736,6.68,15.82204158,-99,-99,-99,-99
2016,"May",24,"620-120",620,120,0,1,3,1.881620651,6.66,17.82110211,-99,2.433919443,138.8812604,8.89650261
2016,"May",-99,"623-10",623,10,3,1,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",24,"623-20",623,20,3,1,3,0.856174433,6.4,16.28990681,-99,6.154290507,140.2301705,8.982911294
2016,"May",24,"623-40",623,40,3,1,3,1.410414265,6.86,25.67556691,-99,5.39110813,147.3068983,9.436233388
2016,"May",24,"623-60",623,60,3,1,3,1.420365104,6.58,18.78518804,-99,-99,-99,-99
2016,"May",24,"623-80",623,80,3,1,3,1.741589308,6.52,71.21444947,-99,3.87618539,139.5994821,8.942510561
2016,"May",24,"623-100",623,100,3,1,3,1.803899173,6.54,157.1756637,-99,-99,-99,-99
2016,"May",24,"623-120",623,120,3,1,3,1.829442918,6.64,166.1924004,-99,2.365267355,123.0164171,7.8802301
2016,"May",-99,"630-10",630,10,0,1,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",25,"630-20",630,20,0,1,3,0.352227374,6.49,19.762079,-99,5.896845178,141.5667361,9.068529215
2016,"May",25,"630-40",630,40,0,1,3,0.538386606,6.54,15.55492047,-99,4.28981422,134.1017196,8.590334072
2016,"May",25,"630-60",630,60,0,1,3,0.636043006,6.66,10.10019632,-99,-99,-99,-99
2016,"May",25,"630-80",630,80,0,1,3,0.90126408,6.54,18.53071552,-99,3.348136413,120.9414298,7.747310253
2016,"May",25,"630-100",630,100,0,1,3,1.032956594,6.49,28.02517598,-99,-99,-99,-99
2016,"May",25,"630-120",630,120,0,1,3,0.786361156,6.73,19.01137934,-99,3.482580086,121.287074,7.76945158
2016,"May",-99,"633-10",633,10,3,1,3,-99,-99,-99,-99,-99,-99,-99
2016,"May",25,"633-20",633,20,3,1,3,0.908118699,6.59,30.37988858,-99,5.197165982,145.8233217,9.341198214
2016,"May",25,"633-40",633,40,3,1,3,1.002120273,6.69,33.52850658,-99,3.449398243,142.519502,9.129561638
2016,"May",25,"633-60",633,60,3,1,3,0.757127938,6.98,22.26261096,-99,-99,-99,-99
2016,"May",25,"633-80",633,80,3,1,3,1.105852177,6.62,71.54955413,-99,1.429310556,127.4693914,8.165479397
2016,"May",25,"633-100",633,100,3,1,3,0.915025452,6.66,159.5326345,-99,-99,-99,-99
2016,"May",25,"633-120",633,120,3,1,3,0.734525788,6.71,174.9084757,-99,0.491923505,98.35504175,6.300468018
2016,"June",20,"310-20",310,20,0,0,3,0.424358169,6.31,23.02166727,-99,-99,-99,-99
2016,"June",20,"310-40",310,40,0,0,3,0.532902419,6.38,18.0659097,-99,-99,-99,-99
2016,"June",20,"310-60",310,60,0,0,3,0.694251567,6.78,7.335588538,-99,-99,-99,-99
2016,"June",20,"310-80",310,80,0,0,3,0.95218584,6.67,16.24340593,-99,-99,-99,-99
2016,"June",20,"310-100",310,100,0,0,3,0.871830369,6.71,70.9014968,-99,-99,-99,-99
2016,"June",20,"310-120",310,120,0,0,3,0.540790822,6.63,125.1726005,-99,-99,-99,-99
2016,"June",20,"311-20",311,20,1,0,3,0.57775885,6.4,14.93595756,-99,-99,-99,-99
2016,"June",20,"311-40",311,40,1,0,3,0.56516359,6.41,21.83637948,-99,-99,-99,-99
2016,"June",20,"311-80",311,80,1,0,3,1.002437701,6.59,28.57832281,-99,-99,-99,-99
2016,"June",20,"311-120",311,120,1,0,3,0.987815351,6.52,34.74313428,-99,-99,-99,-99
2016,"June",20,"312-20",312,20,2,0,3,0.85282429,6.5,22.54292986,-99,-99,-99,-99
2016,"June",20,"312-40",312,40,2,0,3,0.865448406,6.49,22.2986087,-99,-99,-99,-99
2016,"June",20,"312-80",312,80,2,0,3,1.178298221,6.63,40.39158101,-99,-99,-99,-99
2016,"June",20,"312-120",312,120,2,0,3,0.586311251,6.62,42.19342536,-99,-99,-99,-99
2016,"June",20,"313-20",313,20,3,0,3,0.684124664,6.51,164.974606,-99,-99,-99,-99
2016,"June",20,"313-40",313,40,3,0,3,1.039947569,6.78,77.83400704,-99,-99,-99,-99
2016,"June",20,"313-60",313,60,3,0,3,0.911122677,6.95,38.77031865,-99,-99,-99,-99
2016,"June",20,"313-80",313,80,3,0,3,0.822063772,6.7,157.4571952,-99,-99,-99,-99
2016,"June",20,"313-100",313,100,3,0,3,0.599377808,6.58,232.084757,-99,-99,-99,-99
2016,"June",20,"313-120",313,120,3,0,3,0.385702125,6.56,170.3154195,-99,-99,-99,-99
2016,"June",21,"320-20",320,20,0,0,3,0.812334057,6.43,28.27023784,-99,-99,-99,-99
2016,"June",21,"320-40",320,40,0,0,3,0.948137413,6.64,17.399159,-99,-99,-99,-99
2016,"June",21,"320-60",320,60,0,0,3,0.905170303,6.69,3.289352291,-99,-99,-99,-99
2016,"June",21,"320-80",320,80,0,0,3,0.476555309,6.6,55.70645715,-99,-99,-99,-99
2016,"June",21,"320-100",320,100,0,0,3,1.056493721,6.69,78.95077654,-99,-99,-99,-99
2016,"June",21,"320-120",320,120,0,0,3,1.519280572,6.63,100.1803055,-99,-99,-99,-99
2016,"June",21,"321-20",321,20,1,0,3,0.837841727,6.48,22.50413059,-99,-99,-99,-99
2016,"June",21,"321-40",321,40,1,0,3,0.905170303,6.66,22.6715067,-99,-99,-99,-99
2016,"June",21,"321-80",321,80,1,0,3,1.450430747,6.66,40.69791456,-99,-99,-99,-99
2016,"June",21,"321-120",321,120,1,0,3,1.064691413,6.56,60.89189154,-99,-99,-99,-99
2016,"June",21,"322-20",322,20,2,0,3,0.751910846,6.55,26.76385278,-99,-99,-99,-99
2016,"June",21,"322-40",322,40,2,0,3,0.757745177,6.52,23.17363506,-99,-99,-99,-99
2016,"June",21,"322-80",322,80,2,0,3,1.072952714,6.68,24.54611922,-99,-99,-99,-99
2016,"June",21,"322-120",322,120,2,0,3,1.16816913,6.6,34.36272851,-99,-99,-99,-99
2016,"June",21,"323-20",323,20,3,0,3,0.695982049,6.32,13.45745143,-99,-99,-99,-99
2016,"June",21,"323-40",323,40,3,0,3,0.905170303,6.33,14.91362365,-99,-99,-99,-99
2016,"June",21,"323-60",323,60,3,0,3,1.032277418,6.61,1.975449768,-99,-99,-99,-99
2016,"June",21,"323-80",323,80,3,0,3,1.242683049,6.54,22.16100954,-99,-99,-99,-99
2016,"June",21,"323-100",323,100,3,0,3,1.395445379,6.53,32.3458463,-99,-99,-99,-99
2016,"June",21,"323-120",323,120,3,0,3,1.233114894,6.48,45.60069237,-99,-99,-99,-99
2016,"June",22,"330-20",330,20,0,0,3,0.354418104,6.47,21.69985277,-99,-99,-99,-99
2016,"June",22,"330-40",330,40,0,0,3,0.508434256,6.51,21.35567082,-99,-99,-99,-99
2016,"June",22,"330-60",330,60,0,0,3,0.453125112,6.64,13.22876221,-99,-99,-99,-99
2016,"June",22,"330-80",330,80,0,0,3,0.6859274,6.62,32.55547224,-99,-99,-99,-99
2016,"June",22,"330-100",330,100,0,0,3,0.67030864,6.63,45.88503226,-99,-99,-99,-99
2016,"June",22,"330-120",330,120,0,0,3,0.723801144,6.55,75.86767959,-99,-99,-99,-99
2016,"June",22,"331-20",331,20,1,0,3,0.379774587,6.44,19.61368868,-99,-99,-99,-99
2016,"June",22,"331-40",331,40,1,0,3,0.579322459,6.72,57.49522085,-99,-99,-99,-99
2016,"June",22,"331-80",331,80,1,0,3,0.592821164,6.68,38.08582161,-99,-99,-99,-99
2016,"June",22,"331-120",331,120,1,0,3,0.5324042,6.67,85.60783017,-99,-99,-99,-99
2016,"June",22,"332-20",332,20,2,0,3,0.432724478,6.41,18.98854186,-99,-99,-99,-99
2016,"June",22,"332-40",332,40,2,0,3,0.394637294,6.58,20.44253502,-99,-99,-99,-99
2016,"June",22,"332-80",332,80,2,0,3,0.650035444,6.65,38.72393885,-99,-99,-99,-99
2016,"June",22,"332-120",332,120,2,0,3,0.516301864,6.82,52.55867502,-99,-99,-99,-99
2016,"June",22,"333-20",333,20,3,0,3,0.474487527,6.42,19.99299124,-99,-99,-99,-99
2016,"June",22,"333-40",333,40,3,0,3,0.467257102,6.44,25.43668542,-99,-99,-99,-99
2016,"June",22,"333-60",333,60,3,0,3,0.528332136,6.8,4.343248478,-99,-99,-99,-99
2016,"June",22,"333-80",333,80,3,0,3,0.824716772,6.62,33.03406016,-99,-99,-99,-99
2016,"June",22,"333-100",333,100,3,0,3,0.323223225,6.61,96.95213657,-99,-99,-99,-99
2016,"June",22,"333-120",333,120,3,0,3,0.824716772,6.64,173.5439303,-99,-99,-99,-99
2016,"June",23,"440-20",440,20,0,0,4,0.515090918,6.38,35.47826925,-99,-99,-99,-99
2016,"June",23,"440-40",440,40,0,0,4,1.399110601,6.55,140.2799915,-99,-99,-99,-99
2016,"June",23,"440-60",440,60,0,0,4,2.20060781,6.69,303.1232808,-99,-99,-99,-99
2016,"June",23,"440-80",440,80,0,0,4,2.314180135,6.82,82.65733045,-99,-99,-99,-99
2016,"June",23,"440-100",440,100,0,0,4,2.522679267,6.71,458.3385255,-99,-99,-99,-99
2016,"June",23,"440-120",440,120,0,0,4,2.297603521,6.72,448.3310121,-99,-99,-99,-99
2016,"June",23,"441-20",441,20,1,0,4,0.657709896,6.58,23.66249348,-99,-99,-99,-99
2016,"June",23,"441-40",441,40,1,0,4,1.429612268,6.72,87.4248583,-99,-99,-99,-99
2016,"June",23,"441-80",441,80,1,0,4,1.37913856,7.14,31.72407221,-99,-99,-99,-99
2016,"June",23,"441-120",441,120,1,0,4,1.975657029,6.79,358.4180137,-99,-99,-99,-99
2016,"June",23,"442-20",442,20,2,0,4,0.493345821,6.41,8.241694059,-99,-99,-99,-99
2016,"June",23,"442-40",442,40,2,0,4,1.11159276,6.59,25.80686099,-99,-99,-99,-99
2016,"June",23,"442-80",442,80,2,0,4,1.69882256,6.65,117.0780226,-99,-99,-99,-99
2016,"June",23,"442-120",442,120,2,0,4,1.429612268,6.77,117.1209733,-99,-99,-99,-99
2016,"June",23,"443-20",443,20,3,0,4,0.845876449,6.44,17.36613321,-99,-99,-99,-99
2016,"June",23,"443-40",443,40,3,0,4,1.034486861,6.49,13.26386493,-99,-99,-99,-99
