"","IDs","H2S_Conc_Final","H2S_info"
"549","P10A-40",1109.32879300515,"Within_Range"
"550","P9A-40",1965.70200298804,"Within_Range"
"551","P9A-40",1526.86398991223,"Within_Range"
"552","P9A-40",1514.08230021099,"Within_Range"
"553","P10B-20",1931.61749711808,"Within_Range"
"554","P10B-20",2016.82876179299,"Within_Range"
"555","P10B-20",1965.70200298804,"Within_Range"
"556","P11B-20 Dup",1497.04004727601,"Within_Range"
"557","P11B-20 Dup",2178.73016467533,"Within_Range"
"558","P11B-20 Dup",1441.65272523732,"Within_Range"
"559","P7B-20",1675.98370309333,"Within_Range"
"560","P7B-20",1761.19496776825,"Within_Range"
"561","P7B-20",1582.25131195093,"Within_Range"
"562","P9B-20",1203.06118414755,"Within_Range"
"563","P9B-20",1301.05413852371,"Within_Range"
"564","P9B-20",1075.24428713518,"Within_Range"
"565","P10B-40",1923.09637065059,"Within_Range"
"566","P10B-40",1633.37807075588,"Within_Range"
"567","P10B-40",1428.87103553608,"Within_Range"
"568","P12A-20",2234.21406457127,"Within_Range"
"569","P12A-20",1701.34997856166,"Within_Range"
"570","P12A-20",1772.15010187762,"Within_Range"
"571","P3A-40",64.5828422654904,"Within_Range"
"572","P3A-40",67.9365323172991,"Within_Range"
"573","P3A-40",39.9891152188931,"Within_Range"
"574","P12A-40",2174.59290809467,"Within_Range"
"575","P12A-40",2036.71898374253,"Within_Range"
"576","P12A-40",1932.38195990848,"Within_Range"
"577","P12B-20",2092.61381793934,"Within_Range"
"578","P12B-20",2152.23497441594,"Within_Range"
"579","P12B-20",2047.89795058189,"Within_Range"
"580","P3A-40 Dup",63.9121042551286,"Within_Range"
"581","P3A-40 Dup",46.547442431319,"Within_Range"
"582","P3A-40 Dup",65.0300009390649,"Within_Range"
"583","P12B-40",2577.03571431171,"Within_Range"
"584","P12B-40",2047.89795058189,"Within_Range"
"585","P12B-40",2278.92993192872,"Within_Range"
"586","P11B-40 Spike",1902.57138167018,"Within_Range"
"587","P11B-40 Spike",2517.41455783511,"Within_Range"
"588","P11B-40 Spike",2234.21406457127,"Within_Range"
"589","Sc6-80",4817.6908358187,"Within_Range"
"590","Sc6-80",4910.84889281339,"Within_Range"
"591","Sc6-80",5134.42822960063,"Within_Range"
"592","P3B-20",3.54568332257169,"Within_Range"
"593","P3B-20",3.02399820340145,"Within_Range"
"594","P3B-20",2.9494717578057,"Within_Range"
"595","P3B-20 Spike",4.14189488733769,"Within_Range"
"596","P3B-20 Spike",7.34653204795491,"Within_Range"
"597","P3B-20 Spike",4.58905356091218,"Within_Range"
"598","P1B-40",194.33338404769,"adl"
"599","P1B-40",202.233187280839,"adl"
"600","P1B-40",199.103076565818,"adl"
"601","P3B-40",101.100800607408,"adl"
"602","P3B-40",77.774023135938,"Within_Range"
"603","P3B-40",95.8839494157051,"Within_Range"
"604","P2B-20",205.73593022384,"adl"
"605","P2B-20",211.027307861138,"adl"
"606","P2B-20",203.27655751918,"adl"
"607","P3B-40 Dup",93.9462618302156,"Within_Range"
"608","P3B-40 Dup",85.4502470323002,"Within_Range"
"609","P3B-40 Dup",88.0586726281514,"Within_Range"
"610","P11B-40",1813.13964695528,"Within_Range"
"611","P11B-40",2219.30877545212,"Within_Range"
"612","P11B-40",1943.56092674784,"Within_Range"
"613","P3A-20",20.686765809594,"Within_Range"
"614","P3A-20",24.6366674261688,"Within_Range"
"615","P3A-20",26.1271963380837,"Within_Range"
"616","P1B-40",1676.13423626,"Within_Range"
"617","P1B-40",1951.25320294933,"Within_Range"
"618","P1B-40",1697.29723369764,"Within_Range"
"619","P2B-20",1938.55540448674,"Within_Range"
"620","P2B-20",1663.43643779742,"Within_Range"
"621","P2B-20",1485.66725932124,"Within_Range"
"622","P3B-40",184.543821576113,"Within_Range"
"623","P3B-40",208.669638655023,"Within_Range"
"624","P3B-40",148.566725932124,"Within_Range"
