"Year","Community","Treatment","Chamber","SPmass_m2","DImass_m2","OTHERmass_m2","SPdensity_m2","DIdensity_m2","OTHERdensity_m2"
1990,"SC","C",5,5.86,1.35,47.66,34,13,7
1990,"SC","C",7,0,0.244,4.733,0,2,33
1990,"SC","C",11,18.02,42.4,31.86,127,278,52
1990,"SC","C",13,35.74,60.21,0,218,324,0
1990,"SC","E",1,0,45.56,0.708,0,212,3
1990,"SC","E",6,67.91,24.33,5.96,314,97,4
1990,"SC","E",9,0.65,26.37,21.47,3,177,28
1990,"SC","E",10,2.47,0,37.92,10,0,111
1990,"SC","E",14,4.85,83.15,0,31,499,0
1990,"SP","A",2,1315.866667,0,0,5566.666667,0,0
1990,"SP","A",5,1265.666667,0,0,5666.666667,0,0
1990,"SP","A",9,1155.333333,0,0,6233.333333,0,0
1990,"SP","A",11,1700,0,0,9066.666667,0,0
1990,"SP","A",13,1272.333333,0,0,9366.666667,0,0
1990,"SP","C",3,1822.566667,0,0,8666.666667,0,0
1990,"SP","C",6,716.3333333,19.46666667,0,4100,200,0
1990,"SP","C",7,1296.333333,0,0,7333.333333,0,0
1990,"SP","C",12,599,0,0,4100,0,0
1990,"SP","C",15,933.3333333,0,0,4900,0,0
1990,"SP","E",1,725.3333333,0,0,3900,0,0
1990,"SP","E",4,1299.666667,0,0,5000,0,0
1990,"SP","E",8,1136.2,0,0,7066.666667,0,0
1990,"SP","E",10,1347.333333,0,0,6800,0,0
1990,"SP","E",14,1198.36,0,0,5966.666667,0,0
1991,"MX","A",2,265.04,260.432,-99,2240,2080,-99
1991,"MX","A",6,26.624,380.912,-99,400,1920,-99
1991,"MX","A",9,546.056,130.768,-99,3600,960,-99
1991,"MX","A",12,837.544,44.208,-99,5760,400,-99
1991,"MX","A",15,357.632,188.416,-99,2320,1120,-99
1991,"MX","C",3,715.456,199.12,-99,4720,1360,-99
1991,"MX","C",5,405.008,24.512,-99,2800,160,-99
1991,"MX","C",7,0,337.768,-99,0,3120,-99
1991,"MX","C",10,630.688,86.784,-99,4000,720,-99
1991,"MX","C",14,412.888,0,-99,4400,0,-99
1991,"MX","E",1,30.208,483.392,-99,160,2880,-99
1991,"MX","E",4,453.016,173.24,-99,2400,880,-99
1991,"MX","E",8,0,749.448,-99,0,5600,-99
1991,"MX","E",11,776.056,0,-99,4000,0,-99
1991,"MX","E",13,851.432,88.808,-99,5120,880,-99
1991,"SC","A",2,0,0,-99,0,0,-99
1991,"SC","A",4,0,0,-99,0,0,-99
1991,"SC","A",8,0,0,-99,0,0,-99
1991,"SC","A",12,0,0,-99,0,0,-99
1991,"SC","A",15,0,0,-99,0,0,-99
1991,"SC","C",3,0,0,-99,0,0,-99
1991,"SC","C",5,0,0,-99,0,0,-99
1991,"SC","C",7,0,0,-99,0,0,-99
1991,"SC","C",11,0,0,-99,0,0,-99
1991,"SC","C",13,0,0,-99,0,0,-99
1991,"SC","E",1,0,0,-99,0,0,-99
1991,"SC","E",6,0,0,-99,0,0,-99
1991,"SC","E",9,0,0,-99,0,0,-99
1991,"SC","E",10,0,0,-99,0,0,-99
1991,"SC","E",14,0,0,-99,0,0,-99
1991,"SP","A",2,1190.064,0,0,6720,0,0
1991,"SP","A",5,839.024,0,0,6240,0,0
1991,"SP","A",9,976.312,0,0,5920,0,0
1991,"SP","A",11,645.176,0,0,4080,0,0
1991,"SP","A",13,693.888,0,0,5280,0,0
1991,"SP","C",3,613.024,0,0,2560,0,0
1991,"SP","C",6,654.032,0,0,4080,0,0
1991,"SP","C",7,836.44,0,0,6720,0,0
1991,"SP","C",12,699.984,0,0,5920,0,0
1991,"SP","C",15,563.872,0,0,4480,0,0
1991,"SP","E",1,566.456,0,0,4720,0,0
1991,"SP","E",4,358.408,0,0,2560,0,0
1991,"SP","E",8,702.984,0,0,6080,0,0
1991,"SP","E",10,799.416,0,0,4640,0,0
1991,"SP","E",14,580.448,0,0,3920,0,0
1992,"MX","A",2,146.112,320.984,-99,1360,1520,-99
1992,"MX","A",6,209.744,289.184,-99,1680,2080,-99
1992,"MX","A",9,556.936,35.824,-99,4000,240,-99
1992,"MX","A",12,677.696,92.184,-99,4720,800,-99
1992,"MX","A",15,73.312,203.776,-99,720,880,-99
1992,"MX","C",3,417.328,182.296,-99,3840,1840,-99
1992,"MX","C",5,634.184,54.472,-99,4800,480,-99
1992,"MX","C",7,0,409.36,-99,0,4080,-99
1992,"MX","C",10,743.576,45.952,-99,6160,320,-99
1992,"MX","C",14,653.024,2.368,-99,5440,80,-99
1992,"MX","E",1,94.96,508.848,-99,800,3520,-99
1992,"MX","E",4,254.984,122.544,-99,1440,1200,-99
1992,"MX","E",8,0,459.248,-99,0,2960,-99
1992,"MX","E",11,535.92,14.08,-99,4400,80,-99
1992,"MX","E",13,494.208,39.72,-99,3760,1360,-99
1992,"SC","A",2,0,0,-99,0,0,-99
1992,"SC","A",4,0,0,-99,0,0,-99
1992,"SC","A",8,0,0,-99,0,0,-99
1992,"SC","A",12,0,0,-99,0,0,-99
1992,"SC","A",15,0,0,-99,0,0,-99
1992,"SC","C",3,0,0,-99,0,0,-99
1992,"SC","C",5,0,0,-99,0,0,-99
1992,"SC","C",7,0,0,-99,0,0,-99
1992,"SC","C",11,0,0,-99,0,0,-99
1992,"SC","C",13,0,0,-99,0,0,-99
1992,"SC","E",1,0,0,-99,0,0,-99
1992,"SC","E",6,0,0,-99,0,0,-99
1992,"SC","E",9,0,0,-99,0,0,-99
1992,"SC","E",10,0,0,-99,0,0,-99
1992,"SC","E",14,0,0,-99,0,0,-99
1992,"SP","A",2,787.584,0,0,5600,0,0
1992,"SP","A",5,907.752,0,0,5520,0,0
1992,"SP","A",9,645.048,0,0,3680,0,0
1992,"SP","A",11,517.872,0,0,4480,0,0
1992,"SP","A",13,852.784,0,0,7760,0,0
1992,"SP","C",3,582.368,0,0,3360,0,0
1992,"SP","C",6,777.272,0,0,5680,0,0
1992,"SP","C",7,1009.704,0,0,10240,0,0
1992,"SP","C",12,887.384,0,0,9520,0,0
1992,"SP","C",15,931.072,0,0,8240,0,0
1992,"SP","E",1,445.264,0,0,3360,0,0
1992,"SP","E",4,846.36,0,0,5520,0,0
1992,"SP","E",8,502.208,0,0,3760,0,0
1992,"SP","E",10,828.192,0,0,5040,0,0
1992,"SP","E",14,601.064,0,0,4560,0,0
1993,"MX","A",2,92,323.2,-99,480,2160,-99
1993,"MX","A",6,420.8,189.6,-99,2400,1440,-99
1993,"MX","A",9,700.8,269.6,-99,4320,1360,-99
1993,"MX","A",12,540,77.6,-99,3840,720,-99
1993,"MX","A",15,4,552.8,-99,80,2240,-99
1993,"MX","C",3,815.2,189.6,-99,4240,1040,-99
1993,"MX","C",5,840.88,171.2,-99,4320,640,-99
1993,"MX","C",7,0,244.8,-99,0,2080,-99
1993,"MX","C",10,884,2.4,-99,5280,80,-99
1993,"MX","C",14,734.4,23.2,-99,6480,240,-99
1993,"MX","E",1,0,424.8,-99,0,2400,-99
1993,"MX","E",4,122.4,269.056,-99,640,1680,-99
1993,"MX","E",8,0,575.2,-99,0,2880,-99
1993,"MX","E",11,330.4,28,-99,2320,160,-99
1993,"MX","E",13,447.2,64.8,-99,3200,480,-99
1993,"SC","A",2,19.8,28.7,0,75,144,0
1993,"SC","A",4,14.2,19.9,1.94,56,135,15
1993,"SC","A",8,1.34,81.71,2.91,8,347,3
1993,"SC","A",12,1.46,72.6,21.12,14,535,9
1993,"SC","A",15,0,198.91,1.39,0,1133,1
1993,"SC","C",3,0,0,7.26,0,0,9
1993,"SC","C",5,3.5,2.99,32.43,21,26,14
1993,"SC","C",7,0,4.79,37.01,0,13,105
1993,"SC","C",11,56.8,77.9,21.02,325,550,23
1993,"SC","C",13,78.9,84,0,498,597,0
1993,"SC","E",1,32.9,3.67,0,186,19,0
1993,"SC","E",6,50.71,16.2,0,186,91,0
1993,"SC","E",9,0.39,19.52,92.96,4,123,94
1993,"SC","E",10,2.08,0,106.55,9,0,140
1993,"SC","E",14,11.94,119.98,3.2,69,817,5
1993,"SP","A",2,506.08,0,0,2800,0,0
1993,"SP","A",5,521.6,0,0,3520,0,0
1993,"SP","A",9,540,0,0,4880,0,0
1993,"SP","A",11,649.6,0,0,5200,0,0
1993,"SP","A",13,788.8,0,0,7200,0,0
1993,"SP","C",3,685.6,0,0,4400,0,0
1993,"SP","C",6,464.8,0,0,3200,0,0
1993,"SP","C",7,771.2,0,0,6400,0,0
1993,"SP","C",12,852,0,0,7360,0,0
1993,"SP","C",15,496.8,0,0,3840,0,0
1993,"SP","E",1,549.6,0,0,4160,0,0
1993,"SP","E",4,1032,0,0,4480,0,0
1993,"SP","E",8,497.6,0,0,6160,0,0
1993,"SP","E",10,800.8,0,0,6240,0,0
1993,"SP","E",14,1037.6,0,0,8400,0,0
1994,"MX","A",2,95.52,180.08,0,400,1040,0
1994,"MX","A",6,205.92,165.2,0,1200,1040,0
1994,"MX","A",9,647.12,94,0,3200,800,0
1994,"MX","A",12,100.16,513.2,0,960,2960,0
1994,"MX","A",15,15.84,276.32,15.04,80,1600,160
1994,"MX","C",3,702.64,70.96,0,4080,560,0
1994,"MX","C",5,998.4,42.72,0,4400,400,0
1994,"MX","C",7,0,578.16,0,0,3440,0
1994,"MX","C",10,546.4,202.4,0,4480,1360,0
1994,"MX","C",14,381.36,734.56,0,2880,3600,0
1994,"MX","E",1,27.36,190.64,0,160,1360,0
1994,"MX","E",4,256.24,212.72,0,800,1120,0
1994,"MX","E",8,92.08,850,0,720,4320,0
1994,"MX","E",11,203.6,232.96,0,1520,1040,0
1994,"MX","E",13,398.4,404.48,0,3120,1760,0
1994,"SC","A",2,0,0,0,0,0,0
1994,"SC","A",4,0,0,0,0,0,0
1994,"SC","A",8,0,0,0,0,0,0
1994,"SC","A",12,0,0,0,0,0,0
1994,"SC","A",15,0,0,0,0,0,0
1994,"SC","C",3,0,0,0,0,0,0
1994,"SC","C",5,0,0,0,0,0,0
1994,"SC","C",7,0,0,0,0,0,0
1994,"SC","C",11,0,0,0,0,0,0
1994,"SC","C",13,0,0,0,0,0,0
1994,"SC","E",1,0,0,0,0,0,0
1994,"SC","E",6,0,0,0,0,0,0
1994,"SC","E",9,0,0,0,0,0,0
1994,"SC","E",10,0,0,0,0,0,0
1994,"SC","E",14,0,0,0,0,0,0
1994,"SP","A",2,949.12,0,0,4640,0,0
1994,"SP","A",5,816,0,0,2720,0,0
1994,"SP","A",9,960,0,0,4080,0,0
1994,"SP","A",11,826.4,0,0,4960,0,0
1994,"SP","A",13,936,0,0,7040,0,0
1994,"SP","C",3,1198.64,0,0,7360,0,0
1994,"SP","C",6,1016,0,0,6080,0,0
1994,"SP","C",7,895.28,0,0,6160,0,0
1994,"SP","C",12,1843.2,0,0,11200,0,0
1994,"SP","C",15,1288.8,0,0,7600,0,0
1994,"SP","E",1,653.6,0,0,3120,0,0
1994,"SP","E",4,1079.6,0,0,4560,0,0
1994,"SP","E",8,659.04,0,0,3120,0,0
1994,"SP","E",10,860.8,0,0,4080,0,0
1994,"SP","E",14,1008,0,0,4240,0,0
1995,"MX","A",2,95.2,341.6,-99,560,1360,-99
1995,"MX","A",6,100.8,132,-99,640,640,-99
1995,"MX","A",9,542.4,136.8,-99,2960,720,-99
1995,"MX","A",12,734.32,17.68,-99,3920,160,-99
1995,"MX","A",15,35.2,478.4,-99,240,1680,-99
1995,"MX","C",3,729.6,72,-99,4560,320,-99
1995,"MX","C",5,978.4,20,-99,4640,80,-99
1995,"MX","C",7,0,429.6,-99,0,1760,-99
1995,"MX","C",10,393.6,48.8,-99,2320,240,-99
1995,"MX","C",14,660.8,0,-99,4320,0,-99
1995,"MX","E",1,124.8,506.4,-99,400,2560,-99
1995,"MX","E",4,102.4,354.4,-99,480,1840,-99
1995,"MX","E",8,169.6,733.6,-99,640,2960,-99
1995,"MX","E",11,452,31.92,-99,2640,240,-99
1995,"MX","E",13,440.8,8,-99,2320,160,-99
1995,"SC","A",2,265.6,0,0,1280,0,0
1995,"SC","A",4,53.92,86.4,0,480,720,0
1995,"SC","A",8,0,552.8,0,0,1920,0
1995,"SC","A",12,0,492,0,0,3040,0
1995,"SC","A",15,0,410.4,0,0,2160,0
1995,"SC","C",3,0,0,0,0,0,0
1995,"SC","C",5,65.6,0,0,400,0,0
1995,"SC","C",7,0,0,0,0,0,0
1995,"SC","C",11,192,300,0,1440,1680,0
1995,"SC","C",13,452,622.4,0,2640,3760,0
1995,"SC","E",1,14.4,162.4,0,80,640,0
1995,"SC","E",6,146.4,20.8,0,1040,160,0
1995,"SC","E",9,0,110.64,252,0,560,240
1995,"SC","E",10,78.24,0,24.8,320,0,80
1995,"SC","E",14,0,450.4,0,0,2400,0
1995,"SP","A",2,-99,-99,-99,-99,-99,-99
1995,"SP","A",5,-99,-99,-99,-99,-99,-99
1995,"SP","A",9,-99,-99,-99,-99,-99,-99
1995,"SP","A",11,-99,-99,-99,-99,-99,-99
1995,"SP","A",13,-99,-99,-99,-99,-99,-99
1995,"SP","C",3,-99,-99,-99,-99,-99,-99
1995,"SP","C",6,-99,-99,-99,-99,-99,-99
1995,"SP","C",7,-99,-99,-99,-99,-99,-99
1995,"SP","C",12,-99,-99,-99,-99,-99,-99
1995,"SP","C",15,-99,-99,-99,-99,-99,-99
1995,"SP","E",1,-99,-99,-99,-99,-99,-99
1995,"SP","E",4,-99,-99,-99,-99,-99,-99
1995,"SP","E",8,-99,-99,-99,-99,-99,-99
1995,"SP","E",10,-99,-99,-99,-99,-99,-99
1995,"SP","E",14,-99,-99,-99,-99,-99,-99
1996,"MX","A",2,207.76,131.12,-99,1200,1120,-99
1996,"MX","A",6,100.08,358.24,-99,720,2320,-99
1996,"MX","A",9,173.68,107.84,-99,1360,1200,-99
1996,"MX","A",12,195.2,81.6,-99,1120,480,-99
1996,"MX","A",15,74.48,186.56,-99,320,1120,-99
1996,"MX","C",3,628.4,74.72,-99,4320,720,-99
1996,"MX","C",5,1095.52,104.08,-99,6400,720,-99
1996,"MX","C",7,0,180.24,-99,0,1920,-99
1996,"MX","C",10,510.16,4.16,-99,4160,80,-99
1996,"MX","C",14,502.96,12.9,-99,5040,160,-99
1996,"MX","E",1,112.4,148.64,-99,1120,1200,-99
1996,"MX","E",4,211.84,233.04,-99,1280,1520,-99
1996,"MX","E",8,202.4,476.8,-99,1360,2720,-99
1996,"MX","E",11,383.36,0,-99,2800,0,-99
1996,"MX","E",13,251.28,110.32,-99,960,640,-99
1996,"SC","A",2,469.84,0,0,2320,0,0
1996,"SC","A",4,65.92,199.84,0,320,1120,0
1996,"SC","A",8,8.8,421.44,0,80,2080,0
1996,"SC","A",12,11.52,1059.04,0,160,8560,0
1996,"SC","A",15,0,588.56,0,0,3280,0
1996,"SC","C",3,0,0,0,0,0,80
1996,"SC","C",5,277.84,86.4,319.6,1760,400,240
1996,"SC","C",7,9.6,92.56,67.68,80,560,320
1996,"SC","C",11,225.6,29.28,143.2,1600,160,160
1996,"SC","C",13,591.36,182.32,0,3200,1600,0
1996,"SC","E",1,51.04,163.2,0,320,880,0
1996,"SC","E",6,461.84,61.76,0,1920,400,0
1996,"SC","E",9,17.44,206.24,142.24,80,1120,320
1996,"SC","E",10,346.32,0,41.04,1760,0,400
1996,"SC","E",14,0,265.52,0,0,2400,0
1996,"SP","A",2,504.24,0,0,2240,0,0
1996,"SP","A",5,203.2,0,0,880,0,0
1996,"SP","A",9,535.52,0,0,2880,0,0
1996,"SP","A",11,1114.24,0,0,5680,0,0
1996,"SP","A",13,325.6,0,0,3200,0,0
1996,"SP","C",3,628.32,0,0,3440,0,0
1996,"SP","C",6,670.88,0,0,4400,0,0
1996,"SP","C",7,658.32,0,0,4720,0,0
1996,"SP","C",12,796.56,0,0,6480,0,0
1996,"SP","C",15,974.48,0,0,5600,0,0
1996,"SP","E",1,1080.88,0,0,6080,0,0
1996,"SP","E",4,651.52,0,0,3680,0,0
1996,"SP","E",8,405.52,0,0,2400,0,0
1996,"SP","E",10,576,0,0,2960,0,0
1996,"SP","E",14,426.16,0,0,2560,0,0
1997,"MX","A",2,151.04,194.24,0,880,1040,0
1997,"MX","A",6,33.36,138,0,320,880,0
1997,"MX","A",9,37.68,85.6,0,560,880,0
1997,"MX","A",12,34.24,0,0,80,0,0
1997,"MX","A",15,68.24,234.32,0,320,1360,0
1997,"MX","C",3,561.6,120.88,0,3120,1200,0
1997,"MX","C",5,1129.6,0,0,6400,0,0
1997,"MX","C",7,0,317.36,0,0,2400,0
1997,"MX","C",10,297.44,0,50.32,2000,0,160
1997,"MX","C",14,1093.28,163.84,0,8880,880,0
1997,"MX","E",1,110.64,118.4,1.44,560,960,80
1997,"MX","E",4,124.48,82.08,1.12,720,640,80
1997,"MX","E",8,198.16,159.6,1.36,960,1520,80
1997,"MX","E",11,183.52,0,0,1280,0,0
1997,"MX","E",13,569.84,48.8,0.64,2560,240,80
1997,"SC","A",2,712.24,0,0,2800,0,0
1997,"SC","A",4,48,61.44,2.24,320,560,80
1997,"SC","A",8,0,412,15.92,0,2000,80
1997,"SC","A",12,49.2,492,0,320,3680,0
1997,"SC","A",15,0,704.96,0,0,4400,0
1997,"SC","C",3,0,0,225.76,0,0,640
1997,"SC","C",5,134.32,95.68,2.32,880,480,80
1997,"SC","C",7,0,1.84,76.32,0,80,1120
1997,"SC","C",11,496.24,255.36,0,3040,2000,0
1997,"SC","C",13,354.4,68.64,55.68,2560,560,160
1997,"SC","E",1,24,13.92,0,80,160,0
1997,"SC","E",6,177.28,40.4,0,1040,240,0
1997,"SC","E",9,0,93.36,134.48,0,560,480
1997,"SC","E",10,127.52,0,0,560,0,0
1997,"SC","E",14,3.84,289.04,0,160,2320,0
1997,"SP","A",2,452.88,0,0,2880,0,0
1997,"SP","A",5,765.6,0,0,4800,0,0
1997,"SP","A",9,1717.84,0,0,8240,0,0
1997,"SP","A",11,1071.04,0,0,6000,0,0
1997,"SP","A",13,365.12,0,0,2640,0,0
1997,"SP","C",3,701.44,0,0,3760,0,0
1997,"SP","C",6,1149.68,0,0,6400,0,0
1997,"SP","C",7,1381.36,0,0,8720,0,0
1997,"SP","C",12,696.48,0,88.16,6640,0,80
1997,"SP","C",15,520.4,0,2.56,3520,0,160
1997,"SP","E",1,733.76,0,0,4160,0,0
1997,"SP","E",4,767.76,0,0,3600,0,0
1997,"SP","E",8,661.36,0,0,4480,0,0
1997,"SP","E",10,995.84,0,0,5520,0,0
1997,"SP","E",14,653.92,0,4.96,5200,0,80
1998,"MX","A",2,212.08,222.48,0,720,1200,0
1998,"MX","A",6,165.52,230.16,0,1600,1440,0
1998,"MX","A",9,248.08,113.84,0,1920,1040,0
1998,"MX","A",12,331.76,55.12,0,2720,560,0
1998,"MX","A",15,123.28,179.84,0,800,1120,0
1998,"MX","C",3,738.08,192,0,4480,1440,0
1998,"MX","C",5,650.08,0,0,3360,0,0
1998,"MX","C",7,94.88,323.76,0,640,2080,80
1998,"MX","C",10,458.72,45.04,0,3040,480,80
1998,"MX","C",14,444.24,53.44,0,3920,400,0
1998,"MX","E",1,45.28,100.24,0,480,640,0
1998,"MX","E",4,51.44,232.72,0,160,1440,0
1998,"MX","E",8,112.48,295.92,0,640,2320,0
