"Year","Community","Treatment","Chamber","SPmass_m2","DImass_m2","OTHERmass_m2","SPdensity_m2","DIdensity_m2","OTHERdensity_m2"
2021,"MX","A",9,29.04,16.16,0,240,240,0
2021,"MX","A",12,0,44.96,0,0,480,0
2021,"MX","A",15,0,49.68,0,0,480,0
2021,"MX","C",3,229.6,275.12,1.92,1120,880,80
2021,"MX","C",5,43.12,84.72,0,320,640,0
2021,"MX","C",7,235.92,23.04,65.52,1680,240,240
2021,"MX","C",10,296.88,56.72,20.08,2400,240,80
2021,"MX","C",14,250.8,220,14.32,1440,1200,80
2021,"MX","E",1,0,0,14.48,0,0,240
2021,"MX","E",4,20.72,34,19.04,160,320,320
2021,"MX","E",8,19.44,20.4,0,160,240,0
2021,"MX","E",11,0,0,0,0,0,0
2021,"MX","E",13,43.44,0,0,320,0,0
2021,"SC","A",2,0,0,0,0,0,0
2021,"SC","A",4,0,16.24,0,0,160,0
2021,"SC","A",8,0,0,0,0,0,0
2021,"SC","A",12,0,18.88,0,0,240,0
2021,"SC","A",15,0,0,0,0,0,0
2021,"SC","C",3,411.28,0,0,1600,0,0
2021,"SC","C",5,233.12,0,3.28,1600,0,80
2021,"SC","C",7,412.24,0,4.96,2560,0,160
2021,"SC","C",11,251.36,51.84,41.2,1680,400,80
2021,"SC","C",13,210.96,0,0,1280,0,0
2021,"SC","E",1,0,0,0,0,0,0
2021,"SC","E",6,1.44,0,0,80,0,0
2021,"SC","E",9,15.12,0,0,80,0,0
2021,"SC","E",10,2.64,0,0,80,0,0
2021,"SC","E",14,0,0,0,0,0,0
2021,"SP","A",2,151.92,0,0,1360,0,0
2021,"SP","A",5,348.08,0,0,1360,0,0
2021,"SP","A",9,27.28,0,19.52,80,0,240
2021,"SP","A",11,43.68,16.8,7.2,320,160,80
2021,"SP","A",13,0,0,0,0,0,0
2021,"SP","C",3,424,0,3.28,1680,0,80
2021,"SP","C",6,340.64,7.04,0,2000,80,0
2021,"SP","C",7,394.24,0,627.76,2960,0,160
2021,"SP","C",12,519.12,0,106.32,4160,0,80
2021,"SP","C",15,534.8,0,5.6,2720,0,80
2021,"SP","E",1,16.64,42.72,0,80,400,0
2021,"SP","E",4,148.88,0,11.76,800,0,400
2021,"SP","E",8,71.12,0,18.96,640,0,240
2021,"SP","E",10,0,28.16,0,0,240,0
2021,"SP","E",14,0,0,0,0,0,0
2022,"MX","A",2,0,72.88,0,0,480,0
2022,"MX","A",6,29.36,155.84,0,240,1040,0
2022,"MX","A",9,0,69.6,0,0,640,0
2022,"MX","A",12,0,14.88,0,0,160,0
2022,"MX","A",15,0,53.28,6.16,0,320,160
2022,"MX","C",3,117.28,122.4,1.84,800,1040,80
2022,"MX","C",5,95.92,368.72,0,720,2560,0
2022,"MX","C",7,277.28,106,3.84,2320,1040,160
2022,"MX","C",10,276.8,75.6,0,2240,640,0
2022,"MX","C",14,253.12,69.12,12.96,2000,720,80
2022,"MX","E",1,0,15.44,9.52,0,160,320
2022,"MX","E",4,0,17.92,4.64,0,240,240
2022,"MX","E",8,0,7.12,0,0,80,0
2022,"MX","E",11,0,18.32,0,0,240,0
2022,"MX","E",13,0,71.28,0,0,160,0
2022,"SC","A",2,0,0,0,0,0,0
2022,"SC","A",4,0,0,0,0,0,0
2022,"SC","A",8,0,0,0,0,0,0
2022,"SC","A",12,0,0,0,0,0,0
2022,"SC","A",15,0,41.76,0,0,400,0
2022,"SC","C",3,103.92,0,2,720,0,80
2022,"SC","C",5,248.16,0,0,2000,0,0
2022,"SC","C",7,195.04,10.64,0,1760,80,0
2022,"SC","C",11,2.08,33.68,0,80,240,0
2022,"SC","C",13,566.72,93.6,0,3600,800,0
2022,"SC","E",1,0,0,0,0,0,0
2022,"SC","E",6,0,0,0,0,0,0
2022,"SC","E",9,0,23.2,0,0,80,0
2022,"SC","E",10,0,0,0,0,0,0
2022,"SC","E",14,0,0,0,0,0,0
2022,"SP","A",2,52.96,0,8.72,400,0,80
2022,"SP","A",5,531.36,0,0,2960,0,0
2022,"SP","A",9,0,15.44,4.64,0,160,320
2022,"SP","A",11,65.2,0,0,880,0,0
2022,"SP","A",13,0,0,0,0,0,0
2022,"SP","C",3,482,0,0,2400,0,0
2022,"SP","C",6,228,0,0,1200,0,0
2022,"SP","C",7,94.24,0,4.96,720,0,80
2022,"SP","C",12,270.16,0,2.16,2480,0,80
2022,"SP","C",15,197.04,0,0,720,0,0
2022,"SP","E",1,14.88,41.52,10,400,400,160
2022,"SP","E",4,26.8,0,1.2,160,0,80
2022,"SP","E",8,9.6,0,10.48,160,0,480
2022,"SP","E",10,31.2,30.88,0,240,480,0
2022,"SP","E",14,31.84,0,282.64,240,0,80
2023,"MX","A",2,21.568,84.08,0,320,560,0
2023,"MX","A",6,0,124.408,0,0,720,0
2023,"MX","A",9,42.808,29.232,3.952,640,400,160
2023,"MX","A",12,41.384,5.544,0,240,80,0
2023,"MX","A",15,0,109.976,3.272,0,640,160
2023,"MX","C",3,189.992,186.312,98.696,1520,1200,160
2023,"MX","C",5,95.048,371.968,0,480,1920,0
2023,"MX","C",7,146.248,127.44,0,1280,1040,0
2023,"MX","C",10,594.024,78.488,0,4640,560,0
2023,"MX","C",14,160.52,95.288,0,1280,640,0
2023,"MX","E",1,0,12.352,6.52,0,80,160
2023,"MX","E",4,0,25.656,7.264,160,240,240
2023,"MX","E",8,7.416,44.096,0,80,480,0
2023,"MX","E",11,0,0,1.272,0,0,80
2023,"MX","E",13,0,52.024,0,0,480,0
2023,"SC","A",2,0,0,0,0,0,0
2023,"SC","A",4,0,0,0,0,0,0
2023,"SC","A",8,0,9.568,0,0,80,0
2023,"SC","A",12,0,11.616,0,0,160,0
2023,"SC","A",15,10.392,34.384,0,80,240,0
2023,"SC","C",3,280.936,0,0,1920,0,0
2023,"SC","C",5,225.472,0,0,1520,0,0
2023,"SC","C",7,137.648,9.512,0,1520,160,0
2023,"SC","C",11,66.856,43.768,0,400,480,0
2023,"SC","C",13,243.44,5.312,0,2000,80,0
2023,"SC","E",1,0,3.376,0,0,80,0
2023,"SC","E",6,13.376,0,0,80,0,0
2023,"SC","E",9,0,0,0.296,0,0,80
2023,"SC","E",10,0,0,0,0,0,0
2023,"SC","E",14,2.368,0,0,80,0,0
2023,"SP","A",2,41.32,0,0,400,0,0
2023,"SP","A",5,263.224,0,0,1360,0,0
2023,"SP","A",9,0,76.88,14.624,0,400,80
2023,"SP","A",11,89.304,36.88,0,1040,320,0
2023,"SP","A",13,0,0,0,0,0,0
2023,"SP","C",3,141.648,0,0,960,0,0
2023,"SP","C",6,123.424,0,0,960,0,0
2023,"SP","C",7,265.912,0,0.72,2480,0,80
2023,"SP","C",12,185.592,0,0,1760,0,0
2023,"SP","C",15,63.312,0,0,640,0,0
2023,"SP","E",1,12.952,37.088,0,240,160,0
2023,"SP","E",4,9.784,0,0,80,0,0
2023,"SP","E",8,0,0,0,0,0,0
2023,"SP","E",10,37.32,109.688,0,400,800,0
2023,"SP","E",14,0,0,0,0,0,0
2024,"MX","A",2,30.28,220.728,0,160,1200,0
2024,"MX","A",6,51.264,60.664,0,400,400,0
2024,"MX","A",9,39.784,68.144,3.2,560,640,160
2024,"MX","A",12,0,122.304,0,0,800,0
2024,"MX","A",15,0,201.528,0,0,880,0
2024,"MX","C",3,261.904,238.672,0,1680,1760,0
2024,"MX","C",5,60.488,389.048,0,400,2480,0
2024,"MX","C",7,62.792,23.864,0,400,160,0
2024,"MX","C",10,604.112,217.416,0,3200,1360,0
2024,"MX","C",14,216.368,104.936,0,1440,880,0
2024,"MX","E",1,0,8.952,4.104,0,80,160
2024,"MX","E",4,24.808,65.472,1.36,160,400,80
2024,"MX","E",8,70.952,115.168,0,560,1040,0
2024,"MX","E",11,2.432,59.44,0,80,400,0
2024,"MX","E",13,9.28,101.464,0,240,560,0
2024,"SC","A",2,0,0,0,0,0,0
2024,"SC","A",4,0,17.992,0,0,160,0
2024,"SC","A",8,0,0,0,0,0,0
2024,"SC","A",12,0,18.448,0,0,160,0
2024,"SC","A",15,0,45.72,0,0,400,0
2024,"SC","C",3,189.728,0,0,1360,0,0
2024,"SC","C",5,343.96,0,135.552,3440,0,80
2024,"SC","C",7,196.072,15.472,0,2080,400,0
2024,"SC","C",11,0.568,0,0,80,0,0
2024,"SC","C",13,315.128,16,0,1680,80,0
2024,"SC","E",1,0.808,0,0,80,0,0
2024,"SC","E",6,0,0,0,0,0,0
2024,"SC","E",9,3.488,45.352,0,80,240,0
2024,"SC","E",10,3.272,0,0,80,0,0
2024,"SC","E",14,0,0,0,0,0,0
2024,"SP","A",2,54.488,0,4.032,800,0,160
2024,"SP","A",5,142.288,0,5.592,1760,0,80
2024,"SP","A",9,85.712,91,29.048,480,320,320
2024,"SP","A",11,45.152,10.36,0,560,80,0
2024,"SP","A",13,12.416,0,0,160,0,0
2024,"SP","C",3,740.872,0,207.016,4800,0,80
2024,"SP","C",6,406.472,0,0,2720,0,0
2024,"SP","C",7,265.32,0,0,2320,0,0
2024,"SP","C",12,294.208,0,0,2640,0,0
2024,"SP","C",15,149.864,0,0,1040,0,0
2024,"SP","E",1,57.584,18.576,0,480,160,0
2024,"SP","E",4,138.384,0,0.624,960,0,80
2024,"SP","E",8,55.088,0,0.544,480,0,80
2024,"SP","E",10,22.872,66.608,0,240,640,0
2024,"SP","E",14,42.616,0,429.648,560,0,80
2025,"MX","A",2,8.4,109.12,0,160,480,0
2025,"MX","A",6,17.6,38.56,0,80,240,0
2025,"MX","A",9,58.96,84.16,8.32,400,480,80
2025,"MX","A",12,77.68,9.12,0,640,80,0
2025,"MX","A",15,0,6.56,0,0,240,0
2025,"MX","C",3,331.2,365.84,0,1360,1680,0
2025,"MX","C",5,119.76,498.4,0,640,3280,0
2025,"MX","C",7,291.92,166.72,0,2080,1200,0
2025,"MX","C",10,320.88,87.36,5.44,2240,720,80
2025,"MX","C",14,175.6,91.36,0,1520,720,0
2025,"MX","E",1,0,69.92,0,0,320,0
2025,"MX","E",4,13.04,18.48,1.68,160,80,80
2025,"MX","E",8,12.72,147.92,29.04,80,1120,160
2025,"MX","E",11,0,60.96,0,0,240,0
2025,"MX","E",13,1.36,49.6,0,80,320,0
2025,"SC","A",2,0,0,0,0,0,0
2025,"SC","A",4,0,8.56,0,0,80,0
2025,"SC","A",8,0,0,0,0,0,0
2025,"SC","A",12,0,0,0,0,0,0
2025,"SC","A",15,0,6.32,0,0,80,0
2025,"SC","C",3,351.68,0,0,2400,0,0
2025,"SC","C",5,128.4,0,0,960,0,0
2025,"SC","C",7,230.16,2.08,0,2320,80,0
2025,"SC","C",11,0,10.96,18.8,0,80,80
2025,"SC","C",13,296.48,0,0,1840,0,0
2025,"SC","E",1,0,0,0,0,0,0
2025,"SC","E",6,0,0,0,0,0,0
2025,"SC","E",9,0,0,0,0,0,0
2025,"SC","E",10,0,4.96,0,0,80,0
2025,"SC","E",14,0,0,0,0,0,0
2025,"SP","A",2,16.56,0,0,80,0,0
2025,"SP","A",5,536.72,0,0,4160,0,0
2025,"SP","A",9,32.8,61.68,8.88,160,320,160
2025,"SP","A",11,106.4,9.44,0,1280,160,0
2025,"SP","A",13,0,0,0,0,0,0
2025,"SP","C",3,943.84,0,0,5200,0,0
2025,"SP","C",6,448.16,0,0,2480,0,0
2025,"SP","C",7,690.48,0,0,4240,0,0
2025,"SP","C",12,728.72,85.44,0,4320,560,0
2025,"SP","C",15,310.4,0,0,1680,0,0
2025,"SP","E",1,0,43.84,0,0,320,0
2025,"SP","E",4,12.4,0,0,80,0,0
2025,"SP","E",8,66.32,0,0.32,560,0,80
2025,"SP","E",10,61.52,120.64,0,400,800,0
2025,"SP","E",14,0,0,87.52,0,0,80
