"Year","Plot","Temperature","CO2","Vegetation","SCmass_m2","SCdensity_m2","SPmass_m2","SPdensity_m2","DImass_m2","DIdensity_m2","Other1mass_m2","Other1density_m2","Other2mass_m2","Other2density_m2"
2025,452,2,0,4,126.493689805591,275.925925925926,476.6,5000,61.2,400,0,0,0,0
2025,453,3,0,4,139.029874330894,255.555555555556,484.533333333333,3800,75.6,400,361,1000,0,0
2025,460,0,0,4,195.559044881464,237.037037037037,884.466666666667,6000,82.0666666666667,666.666666666667,0,0,0,0
2025,461,1,0,4,189.285868179335,270.37037037037,474.133333333333,4333.33333333333,186.066666666667,1600,84.3333333333333,66.6666666666667,0,0
2025,462,2,0,4,115.040123828233,198.148148148148,475.533333333333,4066.66666666667,236.466666666667,2133.33333333333,0,0,0,0
2025,463,3,0,4,175.238724314571,266.666666666667,260.133333333333,2266.66666666667,76.9333333333333,733.333333333333,388.733333333333,66.6666666666667,0,0
2025,610,0,1,3,774.405153501244,448.888888888889,0,0,13.36,160,0,0,0,0
2025,613,3,1,3,806.813205396685,611.111111111111,0,0,56.16,320,0,0,0,0
2025,620,0,1,3,807.357898416188,583.333333333333,0,0,27.36,160,0,0,0,0
2025,623,3,1,3,719.057044928118,544.444444444444,0,0,0,0,0,0,0,0
2025,630,0,1,3,678.667520902216,475.555555555556,0,0,0,0,0,0,0,0
2025,633,3,1,3,703.463293487338,553.333333333333,0,0,0,0,0,0,0,0
