Year,Plot,Temperature,CO2,Vegetation,RootMass_m2,C3RhizMass_m2,C4RhizMass_m2,OtherRhizMass_m2,TotalBelowMass_m2
2022,313,3,0,3,55.1667833,363.6575694,4.781898764,0,423.6062515
2022,320,0,0,3,92.83881502,101.5861908,3.498950315,0,197.9239561
2022,321,1,0,3,82.45859575,0,13.76253791,0,96.22113366
2022,322,2,0,3,49.10193609,0,0.349895031,0,49.45183112
2022,323,3,0,3,156.8696058,478.6564031,13.06274784,0,648.5887567
2022,330,0,0,3,102.7525076,168.5327735,11.66316772,0,282.9484488
2022,331,1,0,3,71.26195475,66.48005598,0,0,137.7420107
2022,332,2,0,3,90.97270819,514.5789596,2.099370189,0,607.651038
2022,333,3,0,3,28.22486587,92.83881502,0,0,121.0636809
2022,440,0,0,4,120.7137859,54.81688827,32.30697457,0,207.8376487
2022,441,1,0,4,140.4245393,2.799160252,22.9764404,0,166.20014
2022,442,2,0,4,135.6426405,81.52554234,82.69185911,0,299.860042
2022,443,3,0,4,167.0165617,30.09097271,67.76300443,0,264.8705388
2022,450,0,0,4,100.5365057,70.32890133,49.45183112,0,220.3172382
2022,451,1,0,4,160.4851878,74.64427338,30.79076277,0,265.9202239
2022,452,2,0,4,117.6813623,0,109.5171449,0,227.1985071
2022,453,3,0,4,151.737812,137.1588523,29.97434103,0,318.8710054
2022,460,0,0,4,239.7947282,387.5670632,111.8497784,0,739.2115699
2022,461,1,0,4,201.5395381,144.156753,125.4956846,0,471.1919757
2022,462,2,0,4,160.3685561,191.2759505,41.40424539,0,393.048752
2022,463,3,0,4,194.4250058,394.9148589,160.6018195,0,749.9416842
2022,610,0,1,3,119.4891533,20.17728015,1.166316772,0,140.8327502
2022,613,3,1,3,198.7403779,334.1497551,0,0,532.890133
2022,620,0,1,3,287.9636109,266.0368556,0,0,554.0004665
2022,623,3,1,3,105.4350362,151.8544437,1.516211803,0,258.8056916
2022,630,0,1,3,254.0237929,483.9048286,0,0,737.9286214
2022,633,3,1,3,117.3314672,26.00886401,1.399580126,0,144.7399114
2023,310,0,0,3,42.79216235,2.40261255,0,0,45.1947749
2023,311,1,0,3,10.26358759,121.6818288,3.289013296,0,135.2344297
2023,312,2,0,3,54.51364591,109.38885,10.43853511,0,174.341031
2023,313,3,0,3,10.34522976,0,0,0,10.34522976
2023,320,0,0,3,20.51551201,81.31560532,0,0,101.8311173
2023,321,1,0,3,16.75997201,0,0.349895031,0,17.10986704
2023,322,2,0,3,42.80382552,0,11.67483088,0,54.4786564
2023,323,3,0,3,41.8007931,43.63191043,0,0,85.43270352
2023,330,0,0,3,38.97830651,55.22509914,0,0,94.20340564
2023,331,1,0,3,34.65127129,74.62094705,0,0,109.2722183
2023,332,2,0,3,18.34616282,0,0,0,18.34616282
2023,333,3,0,3,4.373687894,0,0,0,4.373687894
2023,440,0,0,4,39.67809657,82.64520644,40.26125496,0,162.584558
2023,441,1,0,4,51.67949615,0,19.19757406,0,70.87707021
2023,442,2,0,4,63.09773735,112.1996734,113.7275484,0,289.0249592
2023,443,3,0,4,60.84674598,0,50.88640075,0,111.7331467
2023,450,0,0,4,51.39958013,44.28504782,43.7485421,0,139.43317
2023,451,1,0,4,51.59785398,56.27478423,25.43736879,0,133.310007
2023,452,2,0,4,66.16515045,22.5798927,42.05738279,0,130.8024259
2023,453,3,0,4,33.61324936,0,54.29204572,0,87.90529508
2023,460,0,0,4,51.16631677,107.2078376,21.98507115,0,180.3592256
2023,461,1,0,4,67.40144623,105.5516678,39.93468626,0,212.8878003
2023,462,2,0,4,31.21063681,0,4.641940751,0,35.85257756
2023,463,3,0,4,37.15885234,60.31024026,44.65826919,0,142.1273618
2023,610,0,1,3,54.14042454,37.3921157,1.644506648,0,93.17704689
2023,613,3,1,3,332.1786797,874.061115,5.574994168,0,1211.814789
2023,620,0,1,3,78.34149755,0,0,0,78.34149755
2023,623,3,1,3,55.99486821,47.95894565,0,0,103.9538139
2023,630,0,1,3,64.89386517,137.6720317,0,0,202.5658969
2023,633,3,1,3,31.40891066,0,1.108000933,0,32.51691159
2024,310,0,0,3,0,69.74574294,2.740844413,0,0
2024,311,1,0,3,273.0114299,905.2950781,5.131793795,0,1183.438302
2024,312,2,0,3,0,140.191276,12.12969443,0,0
2024,313,3,0,3,5.609983672,0,0,0,5.609983672
2024,320,0,0,3,47.42243993,59.76207138,0,0,0
2024,321,1,0,3,0,117.9146256,17.96127828,0,0
2024,322,2,0,3,49.03195708,69.16258456,1.936085841,0,120.1306275
2024,323,3,0,3,0,0,0,0,0
2024,330,0,0,3,40.3195708,75.55400047,18.22953114,0,134.1031024
2024,331,1,0,3,0,78.38815022,17.23816188,0,0
2024,332,2,0,3,9.517144857,83.97480756,0.041987404,0,93.53393982
2024,333,3,0,3,38.27851645,223.5129461,0,0,0
2024,440,0,0,4,54.22206671,0,0.81642174,0,55.03848845
2024,441,1,0,4,94.63494285,97.78399813,49.59178913,0,242.0107301
2024,442,2,0,4,0,191.3459296,58.26918591,0,0
2024,443,3,0,4,178.1198974,356.5430371,71.26195475,0,605.9248892
2024,450,0,0,4,126.3237695,287.1005365,53.37065547,0,466.7949615
2024,451,1,0,4,0,43.50361558,71.67016562,0,0
2024,452,2,0,4,127.3617915,268.4861208,73.82785164,0,469.6757639
2024,453,3,0,4,157.3827852,4.432003732,40.58782365,0,202.4026125
2024,460,0,0,4,0,87.70702123,62.08304175,0,0
2024,461,1,0,4,182.5985538,419.057616,94.93818521,0,696.594355
2024,462,2,0,4,99.13692559,99.25355727,169.4658269,0,367.8563098
2024,463,3,0,4,0,267.5763937,21.8917658,0,0
2024,610,0,1,3,175.5540005,340.9143923,0,0,516.4683928
2024,613,3,1,3,0,80.05598321,2.250991369,0,0
2024,620,0,1,3,109.9953347,0,0,0,0
2024,623,3,1,3,0,224.2827152,0,0,0
2024,630,0,1,3,322.603219,610.0653137,7.66270119,0,940.331234
2024,633,3,1,3,0,0,0,0,0
2025,310,0,0,3,51.43456963,391.4159086,1.166316772,5.015162118,449.0319571
2025,311,1,0,3,116.0485188,250.0583158,1.866106835,0,367.9729415
2025,312,2,0,3,31.72381619,2.915791929,0.699790063,0.466526709,35.80592489
2025,313,3,0,3,49.21856776,73.82785164,10.03032424,0.81642174,133.8931654
2025,320,0,0,3,111.616515,106.8346163,0,1.63284348,220.0839748
2025,321,1,0,3,71.84511313,319.6874271,0,0.349895031,391.8824353
2025,322,2,0,3,85.49101936,254.1404245,0,1.749475157,341.3809191
2025,323,3,0,3,50.50151621,0,4.082108701,0.116631677,54.70025659
2025,330,0,0,3,16.79496151,0,0,0.583158386,17.3781199
2025,331,1,0,3,9.097270819,125.728948,0,0.583158386,135.4093772
2025,332,2,0,3,19.71075344,38.25519011,2.332633543,3.032423606,63.3310007
2025,333,3,0,3,10.26358759,55.74994168,0,0.81642174,66.82995101
2025,440,0,0,4,45.01982739,0,18.19454164,1.866106835,65.08047586
2025,441,1,0,4,60.18194542,127.8283182,7.114532307,0,195.1247959
2025,442,2,0,4,112.0830418,176.3470959,5.714952181,0.116631677,294.2617215
2025,443,3,0,4,73.24469326,161.4182412,4.781898764,2.682528575,242.1273618
2025,450,0,0,4,79.54280383,0,46.65267087,1.399580126,127.5950548
2025,451,1,0,4,88.64007464,53.88383485,53.18404479,2.915791929,198.6237462
2025,452,2,0,4,94.70492186,83.04175414,49.10193609,0.583158386,227.4317705
2025,453,3,0,4,58.31583858,112.4329368,17.14485654,4.781898764,192.6755307
2025,460,0,0,4,133.659902,113.5992536,78.37648705,0.699790063,326.3354327
2025,461,1,0,4,175.7639375,483.0884068,39.3048752,3.615581992,701.7728015
2025,462,2,0,4,174.2477257,185.9108934,72.5449032,0.349895031,433.0534173
2025,463,3,0,4,130.2775834,341.6141824,59.71541871,0,531.6071845
2025,610,0,1,3,95.17144857,0,0,0,95.17144857
2025,613,3,1,3,38.60508514,115.6986237,0,0.81642174,155.1201306
2025,620,0,1,3,46.41940751,0,0,1.049685094,47.46909261
2025,623,3,1,3,61.46489387,325.6356426,0,0,387.1005365
2025,630,0,1,3,330.184278,939.2348962,1.399580126,4.082108701,1274.900863
2025,633,3,1,3,8.164217401,0.116631677,0,0.116631677,8.397480756
